id,string
2112,"ɔhon nupuɾ ɐpu e͡ɪ̯bɐɾe, ʃɐt̪ʰe monoe̯ ɾɐɟon bʱɐ͡ɪ̯ monoe̯, nɐkɪ?"
2113,"ho, ɛm ke ɾɐɟon।"
2114,ɔhon e͡ɪ̯bɐ sɪɾɪʲɐl ɟɐ͡ɪ̯t̪ɐcʰe buɟʱcʰo?
2115,"ehon e͡ɪ̯dɐɾ onuʃtʰɐn kɐloke, ehon ɐmɾɐ  ɟɐɾɐ etend koɾt̪ɐcʰɪ gɔɟoleɾ mɔd̪d̪e, eɾ mɔd̪d̪e ʃɔb"
2116,cʰele pɐcɟɔn meʲe pɐcɟɔn ।
2117,"ɐmɐd̪eɾ kɐloke,  gɔɟolt̪o t̪omɐɾ ɪʲɐ t̪omɐɾ  hɪnd̪u d̪ʱɔɾmeɾ gɔɟol।"
2118,"nɐ, t̪omɐd̪eɾ d̪ʱɔɾme͡ɪ̯ , skɐ͡u̯t bɪʃɔʲe ʃɔb gɔɟol, skɐ͡u̯tɪŋ bɪʃɔʲe gɔɟol।"
2119,"hɛ̃, pʰɔɾe?"
2120,"buɟʱcʰo , e͡ɪ̯dɐɾ mod̪d̪ʱe ɐmɪ ɐcʰɪ, ɐɾɔmɐn ɐcʰe, pʰɐhɪm, eʃo em pʰɐhɪm ɐcʰe"
2121,"eʃo em pʰɐhɪm bolt̪e he͡ɪ̯ɟe e͡o̯ bɐɽɪ ɟe,  he͡ɪ̯ɟe, ɟɔʃod̪ɔl।"
2122,kɐ͡ɪ̯llɐcɐpɽɐ ɟe bɐɽɪ।
2123,eʃo em pʰɐhɪm t̪ɪnɟɔn।
2124,he͡ɪ̯d̪ɪk d̪ɪʲɐ ɐcʰe ʃuhɐn pɐkund̪ɪʲɐ।
2125,"ʃuhɐn, pʰɐhund̪ɪʲɐɾ ʃuhɐn।"
2126,pʰɐhund̪ɪʲɐ nɐt̪o e͡o̯ eɾ।
2127,pɐkund̪ɪʲɐɾ ʃuhɐn।
2128,pʰɐhund̪ɪʲɐ nɐ eɾ bɐɽɪ।
2129,ɐmɪ t̪omɐɾe d̪ehɐ͡ɪ̯ cʰobɪdɐ।
2130,"ʃuhɐneɾ cʰobɪdɐ ɐmɐɾt̪e ehon nɐ͡ɪ̯, ɐmɐd̪eɾ gɾupe।"
2131,"pʰɐhund̪ɪʲɐ nɐ t̪o,  eɾ bɐɽɪt̪o e͡o̯ e pʰɔɾcʰe nɐ?"
2132,ʃuhɐneɾ bɐɽɪdɐ pʰɔɾcʰe pɐkund̪ɪʲɐɾt̪e ɔ͡ɪ̯d̪ɪke ektu bʱɪt̪ɔɾe।
2133,"ɐɾektɐ ʃuhɐn ɐcʰe kʰɐto e͡ɪ̯dɐ bɐ͡ɪ̯d̪d̪ɐ, e͡ɪ̯dɐ nɐ।"
2134,e͡ɪ̯dɐ pʰu͡ɪ̯ttɐ ʃuhɐn।
2135,ʃuhɐn t̪o t̪ɪndɐ t̪ɐ͡ɪ̯le ।
2136,"d̪u͡ɪ̯dɐ ʃuhɐn, ũcɐ lɔmbɐɟe।"
2137,pɾɪʲɐ ʃuhɐn cɪno pɾɪʲɐ ʃuhɐn?
2138,nɐ t̪umɪ cɪnt̪ɐnɐ।
2139,"ɐɾe, ɐmɪ bolt̪ɐcʰɪ, d̪ɐ͡o̯ʷɐ t̪ulcʰe, eɾɐ bɐɽɪt̪o t̪o d̪ɐ͡o̯ʷɐ।"
2140,"ɐɾe <> ũcɐ lɔmbɐ ɐcʰe, hɐlkɐ ektu e͡o̯ ɐcʰe, ɐmɪ d̪ehɐ͡ɪ̯ cʰobɪ t̪umɐɾe।"
2141,"kɐɾon ɐmɾɐ ɐɟke, e͡ɪ̯dɐ pɐhund̪ɪʲɐɾonɐ।"
2142,"pʰɐhund̪ɪʲɐɾ nɐ tʰɪkɐcʰe, pɐkund̪ɪʲɐɾ bɐ͡ɪ̯ɾeɾ।"
2143,e͡ɪ̯dɐ e͡o̯ kɔɾenɪ e͡ɪ̯no।
2144,"ɐmɪ d̪ehɐ͡ɪ̯ t̪umɐɾe, ɐmɐɾ e͡o̯ ɐcʰe eɾ ʃɐt̪ʰe।"
2145,"e͡ɪ̯ ɐmɾɐ d̪ɔʃ ɟɔn cʰelemeʲe, pɐ̃c ɟɔn cʰele, pɐ̃c ɟɔn ,  d̪ɔʃ ɟɔne gɔzol gɐ͡ɪ̯t̪ɐcʰɪ, eɾ "
2146,"e͡ɪ̯ gɔɟoldɐɾ mod̪d̪ʱe lɪd d̪ɪt̪ɐcʰe ɐɟɪm, mɐne pɾod̪ʱɐn।"
2147,"ho ,ɐzɪm pɾod̪ʱɐn।"
2148,"ɔhon ʃekend e͡ɪ̯cʰe, ɐmɪ͡ɪ̯ ɐmɐɾe ko͡ɪ̯cʰe, ɐmɪ͡ɪ̯ ɐmɐɾe ko͡ɪ̯cʰe, ɐmɪ ko͡ɪ̯cʰɪ sɛɾ ʃɔ"
2149,"ɐmɪ t̪o ɐɾ emne, kɪcʰu ko͡ɪ̯bɐ nɐkɪ kɪɾt̪on mɪɾt̪on?"
2150,"nɐ nɐ kɪɾt̪on nɐ, ɐmɪ t̪omɐɾe d̪ehɐ͡ɪ̯ bɪʃɔʲdɐ"
2151,"cʰobɪt̪o t̪omɐɾ kɐloke t̪umɪ ɟɐ͡ɪ̯t̪e͡ɪ̯gɐ, ɐɾ t̪umɐd̪eɾ kellɐ͡ɪ̯ggɐ dɐkcʰe ɐmɪ ko͡ɪ̯ ʃun"
2152,"guɾud̪ʲɐl kɔleɟe  met koɾs  
 ɟe ɐmɾɐ  koɾcʰɪlɐm bɐ͡ɪ̯ʃe, e͡ɪ̯ne।"
2153,"pɔɾe ɐmɪ bolcʰɪ e͡ɪ̯ɟe  ponoɾo <> ɟeɾɪn bolcʰe, ʃoloɾ mod̪d̪ʱe ɐmɪ bolcʰɪ ɐmɪ ponoɾo, pɔɾe ɐmɐɾ"
2154,ɐllɐh।
2155,ɛk d̪eɾ bɔcʰoɾ e͡ɪ̯cʰe gehe।
2156,ɛk bɔcʰoɾ ɔ͡ɪ̯͡o̯ <> ɐmɐɾ ɛ͡ɪ̯le kɔt̪od̪ɪn lɐge।
2157,e bedɐɾ ɾɪn tɪn ɐcʰe nɐ e͡ɪ̯t̪ɐ kɪ ɔt̪ot̪ɐ d̪ɪcʰe?
2158,eɾpʰɔɾe bɐ͡ɪ̯ ɐcʰe ɛktɐ।
2159,d̪ɐn tɐn mɐpʰe।
2160,d̪ɐn mɐpʰe nɐ
2161,d̪u͡ɪ̯d̪ɪn nɐ t̪ɪnd̪ɪn ɾɔ͡u̯nɐ d̪ɪcʰe।
2162,ɐ ɐ ɐmɐɾ lɔge <> gele t̪o ɛktɐ kɔt̪ɐ kɔe̯ nɐ।
2163,"eɾ lɐ͡ɪ̯ggɐ ɐmbo, ɐmɪ͡o̯ u͡ɪ̯ɟɟɐ kɔt̪ɐ ko͡ɪ̯ nɐ।"
2164,ɐɾ bɪd̪ɔʃ ɟɐ͡ɪ̯be nɐkɪ?
2165,bɪd̪eʃ ɟɐ͡ɪ̯bɐm pʰɔɾe।
2166,"foɾɪkkɐɾ fɔɾe, nɐ?"
2167,lehɐpʰɾɐ ko͡ɪ̯ɾɐ lɔ͡ɪ̯।
2168,ɔnɐʃ kɔmpɪt ko͡ɪ̯ɾɐ।
2169,"ɟed̪ɪn, <> ɟɐ͡ɪ̯, kɔmplɪt ko͡ɪ̯ɾɐ bɐd̪e।"
2170,t̪ɔɾ plen kɪ?
2171,tɪtɪʃɪt̪o bo͡ɪ̯t̪t̪ɪ ɔ͡ɪ̯ʲɐm।
2172,tɪtɪʃɪ mɐne?
2173,"tɪ tɪ ʃɪ, e͡ɪ̯dɐ kɪt̪ɐ?"
2174,"e͡ɪ̯, cʰeɾmen, meʲɾeɾ ʃɪ, e͡o̯ ʃupɐɾɪʃ lɐge <> hun।"
2175,ɐɾe hun pʰɔɾe।
2176,e।
2177,ɐbɐɾ tehɐɾ ʃupɐɾɪʃ t̪ɐhe।
2178,buɟcʰo nɐ?
2179,pʰɔɾe bɐ͡ɪ̯bɐ ne।
2180,bɐ͡ɪ̯bɐ nɪʲɐ pʰɔɾe tɪkkɐ।
2181,pʰɔɾe ɐmɪ t̪o pɪnsɪpɐleɾ ʃupɐɾɪʃ nɪʲɐ tɪkkɐ gecʰolɐm।
2182,ɔhon t̪o ɐmɪ ɐ͡ɪ̯dɪ kɐdeɾ lɐ͡ɪ̯ggɐ bɐd̪ pʰo͡ɪ̯ɾɐ ɟɐ͡ɪ̯t̪ɐcʰɪ।
2183,ɐ͡ɪ̯dɪ kɐdeɾ lɐ͡ɪ̯ggɐ।
2184,dɐ͡ɪ̯bɪŋ lɐ͡ɪ̯ʃens ko͡ɪ̯ɾɐ nɪbo ɛnt̪o।
2185,dɐ͡ɪ̯bʱɪŋ lɐ͡ɪ̯cʰencʰo bɐɾo ɐɟɐɾ tɛʲɐ।
2186,heno t̪ʰɐkt̪ɐɾo pʰɐɾbe।
2187,ɐbɐɾ ɟod̪ɪ bɪd̪eʃo ɟɐcʰ।
2188,e͡ɪ̯dɐ kunhɐno e͡ɪ̯dɐ?
2189,pɐcʰpot ɔpʰɪʃeɾ lɔgɪ।
2190,"ɐbɐɾ ɟod̪ɪ bɐlɐ bʱɪʃɐ ɐʲe bɪd̪eʃt̪e, ɟod̪ɪ sɛɾeɾɐɾ ʃɐt̪e bɐlo ʃuʃɔmpokko t̪ʰɐʲe t̪e pʰɾ"
2191,ɔh t̪u͡ɪ̯ e͡ɪ̯dɪ kɔmpɪtɐɾe d̪ɛhocʰo nɐ?
2192,"nɐ, t̪ɪɾɪʃ hɐɟɐɾ tɛhɐ lɐgbo।"
2193,ɔkkoɾe he͡ɪ̯ d̪eʃo gɪʲɐ kɔmpɐnɪɾ tɛhɐ d̪ɪʲɐlbe।
2194,ɐɾ lub d̪ɛhɐ͡ɪ̯cʰo nɐ।
2195,"ɐge ko͡ɪ̯le nɐ, ɔhon ko͡ɪ̯le?"
2196,ɐmɐɾ t̪o ʃɔb ʃupɐɾɪʃ lɔ͡ɪ̯t̪e ɔ͡ɪ̯bo।
2197,cɐ͡ɪ̯ɾ mɐʃ pʰɔɾe nɪbo।
2198,cɐ͡ɪ̯ɾ mɐʃpʰɔɾedukbɪt̪u͡ɪ̯।
2199,ɐʲɐ pʰɔɾbɪ kɛmone?
2200,ɐmɐɾ t̪o ʃupɐɾɪʃ lɔ͡ɪ̯t̪e ɔ͡ɪ̯bo।
2201,"ɟɐkɐɾɪʲɐɾ ent̪e ʃupɐɾɪʃ lɔ͡ɪ̯t̪ɐm nɐ, ɪnʃɐllɐh।"
2202,kɐɾ ent̪e?
2203,"kopʰu͡ɪ̯llɐɾ ent̪e, ɾeɟʲɐneɾ ent̪e <> ent̪e ʃupɐɾɪʃ  lo͡ɪ̯cʰɔlo?"
2204,ɐɾe͡e̯͡e̯।
2205,e͡ɪ̯t̪ɐ ɪʲɐ ɔ͡ɪ̯bo?
2206,hɛeno ɟɐ͡ɪ̯ʲɐ ʃund̪ɔɾe ko͡ɪ̯le d̪ɛlɐ͡ɪ̯bo।
2207,ɐɾ <> t̪u͡ɪ̯ ɟod̪ɪ ʃund̪ɔɾe buɟɐ͡ɪ̯ʲɐ ko͡ɪ̯t̪ɐɾcʰo ɟod̪ɪ।
2208,ʃund̪ɔɾe buɟɐ͡ɪ̯ʲɐ ko͡ɪ̯t̪ɐɾt̪ɐɾmɐ?
2209,ɐmɪ lub d̪ɪmo ɐmɐɾ।
2210,ʃɔnt̪ust ɔ͡ɪ̯ʲɐ ɟɐʲgɐ t̪ɐɾ ɐge ɔ͡ɪ̯bo nɐ।<> d̪ɪt̪e ho͡ɪ̯bo tɛhɐ lɐge।
2211,d̪u͡ɪ̯ hɐɟɐɾ tɛhɐmonɔʲlɐgbo।
2212,<> mɐl d̪ɪʲɐ nɪce d̪ɪʲɐ।
2213,"ɐɾ ɪʲɐ, ʃɐɾ d̪uhɐneɾ bʱɐ͡ɪ̯ pɐɾtɪ ɔpʰɪʃe?"
2214,"he͡ɪ̯dɐt̪o kɔt̪ʰɐ, ɐmɪt̪o pʰɐ͡ɪ̯ nɐ gɪʲɐ।"
2215,sɛɾɔɾe monoe̯ mɐ͡ɪ̯ɾɐ d̪ɪcʰe nɐkɪ?
2216,<> nɐkɪ?mɔɾɐɾ nodɪɾ pʰut̪ɐ͡ɪ̯net̪o mɐ͡ɪ̯ɾɐ d̪ee̯।
2217,"e͡o̯ e ko͡ɪ̯lo, e͡ɪ̯ɟe, ʃɐnɪ ko͡ɪ̯lo।"
2218,"kɪ kɔe̯, mɐ͡ɪ̯ɾɐ d̪ɪcʰe?"
2219,"kɔe̯ e͡o̯ 
 e bule ʃɐɾ nɪcʰegɐ d̪u͡ɪ̯ bost̪ɐ।"
2220,kɪ nɪcʰe bule d̪u͡ɪ̯ bɔst̪ɐ।
2221,d̪u͡ɪ̯ bost̪ɐ ho͡ɪ̯ɾɐ kɪ nɪcʰe?
2222,e͡ɪ̯ mɪɾɟɐpuɾeɾ  ɛktɐ।
2223,ɟɐncʰo kɪmun?
2224,"t̪u͡ɪ̯n ɟemun ɐmɐɾe pʰoɾɪcʰɔe̯ kɔɾɐ͡ɪ̯cʰɔcʰo, t̪ɔɾe bɐd̪ d̪ɪʲɐge ɟeɾe ɐmɪ mɪlɪ. t̪u͡ɪ"
2225,"ɐmɪ ɐɾektɐɾe pʰoɾɪcʰɔe̯ kɔɾɐʲcʰɪ, he͡ɪ̯dɐ bule ɔhon bʱen d̪eʲɐ tɔmtɔm bo͡ɪ̯ʲɐ mɐl ne।"
2226,"ɟɔhon ɐmɪ t̪ɔɾe ɪʲɐ ho͡ɪ̯ɾɐ d̪ɪcʰɪ, t̪u͡ɪ̯ luhɐʲɐ luhɐʲɐ kɐm ko͡ɪ̯ɾɐ।"
2227,"nɐ, lugɐʲɐ kɪccu koɾcʰɪ nɐ।"
2228,"e͡ɪ̯dɐ nɐ ɐmɪ t̪ɔɾe buɟɐ͡ɪ̯lɐm ɐɾɔhɪ, ud̪ɐhoɾon d̪ɪlɐm ɐɾɔhɪ।"
2229,behe͡ɪ̯ buɟɟɔʃ t̪u͡ɪ̯?
2230,e͡ɪ̯bɐ kɪnt̪u ɐʃole  ɟɔgot̪o nɔst ɔe̯।
2231,ellɐ͡ɪ̯ggɐ mɐ͡ɪ̯nʃe ke͡o̯ ke͡o̯ɾe kunu kɪcʰu pʰoɾɪcɔe̯ kɔɾɐe̯ nɐ।
2232,"pʰɔɾe he ɐmɐɾe pʰun tun nɐ ko͡ɪ̯ɾɐ , pʰun ko͡ɪ̯ɾɐ nɐ  he gɪʲɐ mɐl t̪ult̪ɐcʰe, ʃɔbkɪcʰu oke"
2233,bost̪ɐ bost̪ɐ<>  nɪcʰe d̪u͡ɪ̯ bost̪ɐ nɐ ɛk bost̪ɐ ɪʲɐ nɪcʰe।
2234,kelɐ kelɐ?
2235,e͡ɪ̯ t̪o͡u̯hɪd̪ bʱɐ͡ɪ̯।
2236,"t̪u͡ɪ̯ ɪ t̪o pʰoɾɪcɔe̯ kɔɾɐʲɐ d̪ɪcʰole, nɐ?"
2237,"cʰɐ͡ɪ̯nnɐ heɾɐ mɪstɪ kʰɐe̯, he gollɐ nɪcʰe bɐɟed̪ɪʲɐ heɾɐ gollɐ kʰɐe̯, ɐmɐɾe ɛktɐ gollɐ͡o̯ "
2238,pʰɔɾe heɾɐ kʰɐlɪ t̪oɾmuɟ kʰɐ͡o̯ʷɐ͡ɪ̯cʰe।
2239,ʃɐmne d̪e͡ɪ̯kkʰɐ
2240,"ʃɐmne͡ɪ̯t̪o, ɐmɐɾ ʃɐmne͡ɪ̯t̪o gollɐ ɐ͡ɪ̯nnɐ d̪ɪcʰe।"
2241,ɐmɪt̪o ɟɐnɪ gollɐ ɐ͡ɪ̯nnɐ d̪ɪcʰe।
2242,"ɟeɾe cʰɐ͡ɪ̯nnɐ kʰɐ͡ɪ̯cʰe, cʰɐ͡ɪ̯nnɐ  bɐd̪e ɐmɐɾe mɛʃeɟ d̪e͡ɪ̯ʲɐ ɟɪgɐe̯ k kemun gollɐ kʰ"
2243,t̪oɾmuɟ kemun kʰɐ͡ɪ̯lɐ?
2244,kɔe̯ bʱu͡ɪ̯t̪t̪ɐmɐɾɐ t̪oɾmuɟ d̪ekʰcʰɪ।
2245,eʃ ɐ͡ɪ̯ gʱuʃ kʰɐ।
2246,eʃo ɐ͡ɪ̯ gʱuʃ kʰɐe̯।
2247,he͡ɪ̯d̪uŋgɐ ʃuɟɔn sɛɾeɾɐ lɐgcʰɪn kɐ͡ɪ̯ɟɟɐ।
2248,t̪u͡ɪ̯ ɐcʰole?
2249,nɐ pʰɔɾe ɐ͡ɪ̯cʰɔcʰo?
2250,"ɐmɪ pʰɔɾcʰɪ mɐ͡ɪ̯d̪d̪e pʰɔɾcʰɪ bɪpʰd̪o, d̪unuɟonɪt̪o bɐlɐ luk, ɐmɐɾ ʃɐmne।"
2251,"bɛnɐɾ tɐŋgɐnɪ lɔʲɐ, nɐ?"
2252,bɛnɐɾ tɐŋgɐnɪ lɔʲɐ nɐ।
2253,<> mɐ͡ɪ̯ɾɐ d̪ɪcʰe ɐmɐɾ mone k।
2254,"tenɪŋot̪o ɔ͡ɪ̯lo nɐ bɐl, ɐ͡ɪ̯ɾɐ d̪ɪcʰe।"
2255,ʃɔb mɐ͡ɪ̯ɾɐ d̪ɪcʰe।
2256,"cɐʲnɐ lokeɾɐ hɔmɐn kɐd ne, he͡ɪ̯ bɔld̪ ɛt̪ɐne kɪʃɔk nɐ?"
2257,ɛt̪ɐne hɔmɐne tenɪŋ ɔe̯ nɐm।
2258,kɔʲdɐ kɪʃke tenɪŋo nɐm nɪɟeɾ d̪ehcʰo nɐ?
2259,ʃɔb e͡ɪ̯ net̪ɐ met̪ɐ cʰɐt̪t̪olɪgeɾ-e͡ɪ̯t̪t̪ɐ͡ɪ̯ t̪o nɪcʰegɐ।
2260,"cʰɐʲɐ͡o̯ kɐʲɐ, kɐm nɐ͡ɪ̯।"
2261,"bond̪ubɐnd̪ɔb <> bond̪ubɐnd̪ɔb, e͡ɪ̯ cʰɐt̪t̪olɪgeɾ net̪ɐ <> e͡ɪ̯bɐ net̪ɐmet̪ɐ kɐʲɐlce।"
2262,ɛkʃo tehɐ <> d̪eʲɐ d̪ekgɐ pʰɪncɐʃ ɟɔn nɪ eno ɪʲɐ ɐcʰe।
2263,bɪʃ ɟɔn pʰɐ͡ɪ̯be t̪u͡ɪ̯ bɪcʰcʰɐʲɐ?
2264,ʃɐccɐ kɪʃɔk।
2265,"ɟɐɾɐ ʃɐccɐ kɪʃk, eɾɐ t̪o ɟɐe̯ nɐ।"
2266,eɾɐɾe ne nɐ।
2267,"mɐmu, kʰɐlu, cʰɐcʰu, mɛt̪ɐ, pʰet̪ɐ, kʰet̪ɐ <> ʃuhɐg mɐstɔɾɾe ko͡ɪ̯cʰɪ pe͡ɪ̯ɟ kʰulɐɾ lɐ͡ɪ̯g"
2268,pe͡ɪ̯ɟ?
2269,kun ʃuhɐg?
2270,ɐɾe e͡ɪ̯ ʃuhɐg।
2271,ɐe̯ hɐʲ।
2272,"ɐpnɐɾɐ d̪ekʰt̪e pɐccʰen, t̪ɔbe ɐmɪ ko͡ɪ̯cʰɪ, ɐ͡ɪ̯ne t̪o ɔhon, nɐ͡ɪ̯n mɐ͡ɪ̯nʃe t̪o nɐ͡ɪ̯nt"
2273,ɐ͡u̯ɟɟɐ pʰulɐpʰɐnɾe e͡ɪ̯ɟe gɐcʰo udɐʲɐm gɐb gɐcʰo।
2274,pʰutkɪ d̪ɪʲɐ tʰelɐ d̪ɪʲɐ d̪ɪʲɐ।
2275,ɐmɐɾ bʱɪdɪ͡o̯ kɪ ʃund̪ɔɾ?
2276,t̪oɾɐɾ t̪o kon lɐ͡ɪ̯k kɔment pʰɐ͡ɪ̯nɐ ɟɪbɔne।
2277,"ɐmɐɾ kon bond̪ʱu bɐnd̪ʱob ko͡ɪ̯lɐm ɐmɐɾe ʃɐpʰoɾt koɾcʰe nɐ, e͡ɪ̯dɐ  ʃot̪t̪o!"
2278,"nɐ͡ɪ̯m t̪u͡ɪ̯n ɐbɐɾ ɾɐg ɔ͡ɪ̯ʃ nɐ bʱɐ͡ɪ̯, ɐmɐɾ ɐmɐɾ ɐmɐɾ kɔt̪ʰɐ t̪u͡ɪ̯n, ɐ͡ɪ̯ccʰɐ"
2279,keɾe ɐmɪ t̪ɔɾe kɔment koɾɪ nɐ?
2280,"kɔment kɔɾɐ, ɐ͡ɪ̯ccʰɐ kɔment t̪u͡ɪ̯n ɐmɐɾ koɾʃɔʃ nɐ, <> kɔment koɾʃ, ɐ͡ɪ̯ccʰɐ kɔment t̪o bɪ"
2281,ɐmɐɾ kɔment koɾt̪e͡ɪ̯ ɔ͡ɪ̯bo ?e͡ɪ̯dɐ kɪ cʰobɪ ɟe kɔment koɾle ɐmɐɾ lɐbʱ ɔ͡ɪ̯t̪ɐcʰe?
2282,nɐh ɔhon ɐɾ kɪ hoɾt̪ɐm t̪u͡ɪ̯n k।
2283,t̪ɔɾe ɐɾ kɪ hoɾt̪ɐm?
2284,ɔhont̪o ɐmɪ ko͡ɪ̯cʰɪ d̪e͡ɪ̯kʰkʰɐ ɾɐg koɾɪʃ nɐ।
2285,nɐ k kɪ hoɾt̪ɐm k।
2286,ɐɾ kun bond̪ʱu ɐmɐɾe helpo koɾcʰe kɔcʰen?
2287,t̪ɔɾe kɪbɐ helpo koɾt̪ɐm e͡ɪ̯dɐ ko͡ɪ̯be ɟe ebʱɐbe ɐmɐɾe helpo koɾlo nɐ!
2288,ɪskule kunu bond̪ʱu ɐmɐɾe helpo koɾcʰe nɐ।
2289,nɐ kɪbɐ helpo koɾt̪o ko͡ɪ̯be ɐcʰet̪o ɟe e͡ɪ̯bʱɐbe ɐmɐɾe helpo koɾlo nɐ।
2290,"helpot̪o ɔnek bʱɐbe kɔɾɐ ɟɐe̯,  ɔhon t̪u͡ɪ̯ kɪbʱɐbe cɐ͡ɪ̯t̪ɐcʰoʃ ɟe, ɐmɪ t̪o kunubʱɐbe helpo p"
2291,"t̪ɔɾe ut̪ʃɐh d̪ɪcʰe nɐ, ʃɐskɾɐ͡ɪ̯bo koɾcʰe nɐ cɛnel?"
2292,kelɐ ʃɐboskɾɐ͡ɪ̯bo koɾcʰe?
2293,"ɐmɪ koɾcʰɪ, ʃɐd̪d̪ɐ͡ɪ̯mɛ koɾcʰe।"
2294,"hu ʃɐd̪d̪ɐ͡ɪ̯mɛ koɾcʰe, ɐnt̪ɐɟɪ koɾcʰe।"
2295,"e koɾcʰe, he koɾcʰe, eɾɐkɪ ke͡u̯ ɪ koɾcʰe nɐ?"
2296,"kelɐ koɾcʰe, ʃɐd̪d̪ɐ͡ɪ̯mmɐ ko͡ɪ̯ kelɐ koɾcʰe ɐmɐɾe  d̪ehɐ।"
2297,"t̪u͡ɪ̯n o koɾʃo nɐkɪ  ʃɔnd̪eho bʱɐ͡ɪ̯, <> ɟɐh"
2298,"ɔhone͡ɪ̯ ɐnsɐskɐ͡ɪ̯bo ko͡ɪ̯ɾɐ d̪ɛm, ɐnsɐskɐ͡ɪ̯bo koɾɪcʰo nɐ।"
2299,e͡ɪ̯d̪ɐɾ lɐ͡ɪ̯ggɐ nɐ।
2300,ʃɐskɐ͡ɪ̯bo koɾcʰɔʃ nɐkɪt̪ɐ ɐmɪ ɟɐnɪ?
2301,e͡ɪ̯ kɔmen nɐ koɾle ɐmɪ buɟd̪ɐm nɐ t̪u͡ɪ̯ ɐmɐɾe ʃɐskɐ͡ɪ̯bo koɾcʰɔʃ nɐ ɐnsɐskɐ͡ɪ̯bo koɾcʰ
2302,e͡ɪ̯ ɐɾɐpʰɐt̪e ɛktɐ ʃɐmne d̪ɪʲɐ bohe।
2303,"e͡ɪ̯ ʃɐpʰut kɔɾɐ, nɐ?"
2304,"kɪɾe t̪ɪt̪ɪ, ehon ɔt̪o ɾɐt̪ e͡ɪ̯cʰe, gumɐcʰ nɐ?"
2305,"kɐɾentɪ t̪o nɐ͡ɪ̯gɐ, gumɐʲɐm kemne?"
2306,kɐɾent ɐ͡ɪ̯bo kun ɾɐ͡ɪ̯t̪e।
2307,t̪ɪntɐ bɐɟe।
2308,t̪ɪntɐ co͡u̯d̪d̪o।
2309,ɐʲhɐe̯!
2310,ɔnek ɾɐt̪ ɔ͡ɪ̯ʲɐ gecʰe।
2311,ɐʃole͡o̯ be͡ɪ̯ɟɟɐ ɾɐ͡ɪ̯t̪o ɔ͡ɪ̯ʲɐ pʰɔɾcʰe।
2312,ɔt̪o ɾɐ͡ɪ̯t̪e d̪ekʰcʰɔʃ kɐɾenteɾ bɐ͡ɪ̯ccɐ ɐʲe nɐ?
2313,<> kʰɪd̪ɐ lɐgcʰe?
2314,ɔnek kʰɪd̪ɐ lɐgɟe।
2315,ɐe̯ kɪcʰu ɛktɐ ɾɐ͡ɪ̯nd̪ɐ kʰɐ͡ɪ̯।
2316,e͡ɪ̯ ɾɐ͡ɪ̯t̪eɾ belɐ?
2317,kɪ kʰɐ͡ɪ̯be?
2318,"pʰɐst̪ɐ bɐnɐ͡ɪ̯bɐm, ɐɾ kɪt̪ɐ।"
2319,ɐɾ kɪ bɐnɐnɪ ɟɐe̯?
2320,ɐccʰɐ ɐccʰɐ e͡ɪ̯ ɾɐt̪ɾe kɪ t̪ɔɾɐ pʰɐgol e͡ɪ̯cʰɔʃ pɐst̪ɐ bɐnɐ͡ɪ̯be ɐbɐɾ lɔge।
2321,d̪ud̪ʱ ɐcʰe?
2322,guɽɐ d̪ud̪ʱ?
2323,ɐe̯ cɐ bɐnɐ͡ɪ̯।
2324,ho cɐ kʰɐ͡ɪ̯।
2325,cɐ kʰɐ͡ɪ̯le t̪o ɐbɐɾ gʱum ɐ͡ɪ̯t̪o nɐ।
2326,ho ɟe ɔbost̪ɐ।
2327,ɔboʃʃo <> ɐ͡ɪ̯ccɐ buɟlɐm nɐ ʃeheɾɪɾ tɐ͡ɪ̯me͡o̯ kɐɾent d̪ee̯ nɐ e͡ɪ̯dɐ kɪ pʰɐgol cʰɐgol nɐk
2328,ɐmɪ͡o̯ buɟɪ nɐ।
2329,"ʃeheɾɪɾ tɐ͡ɪ̯me, ɔhon t̪o mɐne t̪ɪntɐ poneɾo bɐɟe, k?"
2330,ehon ʃeheɾɪɾ tɐ͡ɪ̯me ehon t̪o kɐɾent d̪e͡o̯ʷɐ ucɪt̪।
2331,kɐloke ʃɐɽɪ pʰɔɾbɪ?
2332,pɔhelɐ bo͡ɪ̯ʃɐkʰ t̪o kɐloke।
2333,ʃɐɽɪ pʰɔɾbɐm cʰɪnt̪ɐ hɔɾot̪ɐcʰɪ d̪ehɪ kɪ kɔɾon ɟɐe̯।
2334,ɐmɪ͡o̯ pʰɔɾbɐm।
2335,ʃɐɽɪ ɐcʰe?
2336,ho ɐcʰɪn t̪o d̪u͡ɪ̯dɐ।
2337,ɪʲɐ ɔ͡ɪ̯bo lɐl ʃɐd̪ɐ kɪ d̪u͡ɪ̯dɐ ʃɐɽɪ?
2338,ho d̪u͡ɪ̯dɐ͡ɪ̯ ʃɐɽɪ।
2339,t̪ɐ͡ɪ̯le pʰɔɾe d̪u͡ɪ̯dɐ͡ɪ̯ t̪o t̪umɪ ɐɾ
2340,"puɟɐe̯ d̪ɪ pʰɔɾot̪ɐɾbɐ, ɐmɪ kɪ pʰɔɾɐm?"
2341,t̪ɔɾ pʰɔɾon lɐgd̪d̪o nɐ।
