Index,IPA
1621,। ।।।।।
1622,।।।।।।।।।।।।।।
1623, 
1624,।।।।।।।।।।।।।।
1625,।।।।।।।।।।।।।।।।।।।।
1626,<> <>
1627,  
1628,।।।।।।।।।।।।।।।।।
1629,।।।।।।।।।
1630,।।।।।।।।।।।।।
1631,।।।।।।।।
1632,।।।।।।।।।।।।।।
1633, 
1634, 
1635, 
1636, 
1637,a
1638,।।।।।।।।।।।
1639,।।।।।
1640,।।।।।।।।।।
1641,।।।।।।।।।।।।।।।
1642,   ।
1643,a
1644, । ।
1645,<> <> 
1646,।।।।।।।।।।।।।।।
1647,।।।।।।।।।।।।
1648,<> <> <>
1649, 
1650,a
1651,a
1652,।।।।।।।
1653,।।।।।।।।
1654,।।।।।।।।।।
1655,।।।।।।।।।।।।।
1656, 
1657," ..., ।, ।"
1658, 
1659,।।।
1660,  
1661,<> < <
1662,।।।।।।।।।।।।।
1663,   
1664,a
1665, 
1666,।।।।।।।।।।।।
1667,   
1668, 
1669,a
1670,।।।।।।।।।
1671, 
1672, 
1673,।।।।।।।।।।
1674,a
1675, ।।।।।।।।।
1676,।
1677,।।।।।।।।।।।।।
1678,a
1679, 
1680,।।।।।।।।।।।।।।
1681,।।।।।।।।।।
1682,   
1683,a
1684,<>
1685, 
1686,।।।।।।।।।।
1687,।।।।।।।।।।
1688,।।।।।।।।।।
1689,।।।।।।।।।
1690,।।।।।।।।।।।।
1691,।।।।।।।।।
1692,a
1693, 
1694,।।।।।।।
1695,- -   
1696,  
1697,<>   <> <> <><>।
1698, । ।।।।।।।।।
1699,। <> <>
1700,"  ,"
1701,a
1702, 
1703,a
1704,ঈঈঈ।
1705,<> <> 
1706,a
1707,।।।।
1708,।।।।।।।।।।।।।।
1709,a
1710,  
1711,I bit him.   
1712,a
1713,<> <>।
1714,।।।।।।।।।।।।।।।
1715,।।।।।।।।
1716,।।।।।।।।।।
1717,।।।।।।।।।।
1718,????
1719,।।।।।।।।।।।
1720,।।।।।।।।।।।।।
1721,।।।।।।।।।।।।।
1722,  
1723,।।।।।।
1724,I 
1725,।।।।।।।।।।।।
1726,a
1727,<>>
1728, 
1729,।।।।।।।।।।।।
1730, 
1731,>।
1732,।।।।
1733,।।।।।।।।।।।
1734,।।।।।।।।।।।।।।।।
1735,<<
1736,   
1737,।।।।।।।।
1738, 
1739,।।।।।।।।।।।।।
1740,a
1741,a
1742,।।।।।।।।।।।।।।।
1743, । । । ।
1744,।।।।।।।।।।।
1745,।।।।।।।
1746,< < <। <।
1747,।।।।।।।।।।।।।
1748,।।।।।।।
1749, 
1750,I
1751,a
1752,I 
1753,।।।।।।।।।।
1754,।।।।।।।।।।
1755,।।।।।।।।।।।।।
1756,< 
1757,।।।।।।।।।।
1758,।।।।।।।।।।।।।
1759,।।।।।।।।।।।।।।
1760,  
1761,a
1762, ।।।।।।।।।
1763,I m
1764,।।
1765,।।।।।।।।।।।।
1766, 
1767, 
1768, 
1769, 
1770,()।।।।।।।।।
1771,  
1772,।।।।।।।।।।
1773,a
1774,< < ।
1775,।।।।।।।।।।।।।।।।
1776,।।।।।।।।।।।।
1777,।।।।।।।।।।।
1778,।।।।।।।।।।।।
1779,  
1780,।।।।।।।।।।।।।
1781, 
1782,।
1783,a
1784,!!
1785,।।।।।।
1786,।।।।।।।।।।।
1787,   
1788,।।।।।।।।।।।
1789,।।।।।।।।।।।।।
1790,   
1791,।।।।।।।।।।।
1792,a
1793,a
1794,।।।।।।।।
1795,   
1796, ।।।।।।।।।।।।
1797,  
1798,  
1799,a
1800,  
1801,। ।
1802,।।।।।।।।।।।।।
1803,।।।।।।।।।।।।।
1804,।।।।।।।।।।।।।
1805,< < 
1806,<> <>। <>।
1807,a
1808,।।।।।।
1809,   
1810,a
1811,a
1812,a
1813,a
1814,",,,,,,,।।"
1815,।।।।।।।।।।
1816,।।।।।।।।।।।।।
1817,I    
1818, । ।
1819,a
1820,",,,।।।"
1821,।।।।।।।।।
1822,।।।।।।।।।।
1823, 
1824, 
1825,< < <
1826,।।।।।।।।।।।।।।।।।
1827,"<> <>,, <>, <>, <>, <>"
1828,।।।।।।।।।।।
1829,<> <<<<<>
1830,।।।।।।।।।।
1831,a
1832,"""It is, , ,"
1833,<> <>।
1834,<> <>
1835,।।।।।।।।।।।।
1836,  
1837,।।।।।।।।।।।
1838,a
1839,।।।।।।।।।।।।।।
1840,a
1841, 
1842,  
1843,a
1844, 
1845,- -  
1846,  
1847,।।।।।।।।।।।।।।।
1848,a
1849,।।।।।।।।।।।।।।
1850,I 
1851,।।।।।।।।।।
1852,।।।।।।।
1853,a
1854, 
1855,"Here,     "
1856, 
1857,  
1858,   
1859,  
1860,।।।।।।।।।।।
1861,।।।।।।।।।।।
1862,  
1863,।।।
1864,।।।।।।।।।।।।।।।
1865,। ।।।।
1866, 
1867,   
1868,।।         
1869,    
1870, 
1871,। ।।।।।।।।।
1872,।।।।।
1873,।।।।।।।।।।।
1874,<><>
1875,<>
1876,    
1877,। ।।।।
1878,।।।।।।।।।।।
1879,।।।।।।।।।
1880,।।।।।।।।।।
1881, 
1882,<> 
1883,   ।
1884,?????
1885,।।।।।।।।।।
1886,","
1887,।।।।।।।।।।।।।
1888,a
1889,।।।।।।।।।।
1890,k
1891,।।।।।।
1892,   
1893,a
1894,  
1895, 
1896,??
1897,a
1898,  
1899, 
1900, 
1901,a
1902,<> < < 
1903,a
1904,মা।। মা।।।
1905,   
1906,।।।।।।।।।।।।
1907,।।।।।।।।।।।
1908,",।।।।।।।।।।"
1909,।।।।।।।।।।।
1910,a
1911,।।।।।।।।।।।।।।।
1912,।।।।।।।
1913,????
1914,n
1915, 
1916,<> < < < 
1917,",,।।"
1918,<> <>। <>। <>
1919,।।।।।।।।।।।।
1920,।।।।।।।।।।।।।।
1921,a
1922,।।।।।।।।।।
1923,a
1924,a
1925,।।।।।।।।।।।।।।
1926,   
1927,।।।।।।।।।
1928,   
1929,<> 
1930,a
1931,।।।।।।।।
1932,<> <> <>
1933,  
1934,।।।।।।।।।।।।।।।।
1935,<> <>
1936,।।।।।।।।।।।।
1937,a
1938,a
1939,।।।।।।।।।।।।
1940,a
1941,I    
1942,a
1943,।।।।।
1944,।।।।।।।।।।।।।।।।।।।।
1945,  
1946,a
1947,a
1948,।।।।।।।।।।।।।।
1949, 
1950,।।।।।।।
1951,বালা।।।।।।।।।।।।।।।।
1952,।।।।।।।।।।।।।।
1953,  
1954,  
1955,  
1956,a
1957, 
1958,কিন্তু।।।।।।।।।।।।।
1959, 
1960,",,,, ।।,, ।।।।।।।।।।"
1961, 
1962, 
1963,  
1964," ,,"
1965,।।।।
1966, ।
1967,a
1968,।।।।।।।।।
1969,।।।।।।।।।।।
1970,।।।।।।।।।
1971,।।।।।।।।।।।।
1972,।।।।।।।।।।
1973,।।।।।।।।।।
1974,।।।।।।।।।
1975,।।।।।।।।।।
1976,।।।।।
1977,।।।।।।।।।।।
1978,   
1979,।।।।।।।।।।।
1980,   
1981,।।।।।।।।।
1982,।।।।।।।।।।।।
1983,।।।।।।।।।।।
1984,   
1985, 
1986,??????????
1987,   
1988, 
1989,।।।।।।।।।।
1990,  
1991,   
1992,a
1993,।।।।।।।
1994,a
1995,a
1996, 
1997,।।।।।।
1998,।।।।।।।।।।।।।।।
1999,<> <> <> <>
2000,।।।।।।।।।।
2001,।।।।।।।।।।
2002,a
2003,।।।।
2004, 
2005,a
2006,a
2007,??????
2008,।।।।।।।।।।।।।।
2009,a
2010,  
2011,।।।।।।।।
2012,।।।।।।।।।।।
2013, 
2014,  
2015,  
2016,   
2017,।।।।।
2018,।।।।।।।।।।।
2019,। ।।।।।।।।।।
2020,।।।।।।
2021,।।।।।।।।।।।
2022,?????
2023,।।।।।।।।।।।।।।।।
2024,।।।।।।।।।
2025,a
2026, 
2027,"- -  - - ,"
2028,a
2029,a
2030,।।।।।।।।।।।।।
2031,<> <>।।।।।।।।।।।।।।
2032,  
2033,।।।।।।।
2034,।।।।।।।।।।।।
2035,।।।।।।।
2036,।।।।।।।।।।
2037,।।।।।।।।।।
2038,।।।।।।।।।।
2039,। ।।।।।।।।।।।
2040,a
2041,a
2042,।।।।।।।।।।।।।
2043,।।।।।।।।।।
2044,a
2045,  
2046,<>     
2047,j
2048,।।।।।।।।।।।।।
2049,    
2050,?
2051,a
2052,।।।।।।।।।।।
2053, 
2054,   
2055,  
2056,< < < <।
2057,   ।
2058,  
2059,।।
2060,a
2061,।।।।।।।।।।
2062,a
2063,।।।।।।।।।।।
2064,।।।।।।।।।।।
2065, 
2066,।।।।।।।।।।।।
2067,।।।।।।।।।।।।।
2068,।।।।।।।।।।।।
2069,।।।।।।।।।।।।।
2070,a
2071,।।।।।।।।।।।।।।।।
2072,    
2073,a
2074,।।।।।।।।।।
2075,।।
2076,।।।।।।।।।।।।।।
2077,।।।।।।।।।।।
2078,।।।।।।।।।।।।।।
2079, 
2080,  
2081,।
2082,",,।"
2083, 
2084,"কিন্তু, আমি জানি, আমি জানি, আমি জানি। কিন্তু, আমি জানি।"
2085,।।।।।।।।।।
2086,"কিন্তু, তুমি কি? কিন্তু, তুমি?।"
2087, 
2088,",,,"
2089, 
2090,  
2091,<? <
2092,কু। ।
2093,।।।।।।।।।।
2094,<> <>।।।।।।।।
2095,।।।।।।।।
2096,।।।।।।
2097,","
2098,   
2099,a
2100,a
2101,???
2102,<> <> 
2103,<> < < <
2104,"This is,  "
2105,।।।।।।।।।।।।।
2106,।।।।।।।।।।।।
2107,","
2108,<> <> <>
2109,।।।।।।।।।।।।
2110,।।।।।।।।।।।।।
2111,    
2112,a
2113,।।।।।।।।
2114, 
2115,",,,,,,,,"
2116,a
2117,।।।।।।।।।।
2118,",,,,"
2119,।
2120,","
2121,।।।।।।।।।।।।।
2122,।।।।।।।।।।।।।।।
2123,। ।
2124,।।।।।।।।।।
2125,।।।।।।।।।।।।
2126,।।।।।।।।।।।।।
2127,।।।।।।।।।।।।।।।।
2128,।।।।।।।।।।।।
2129,।।।।।।।।।।
2130,।।।।।।।।।।
2131,   
2132,।।।।।।।।।।
2133,।।।।।।
2134,।।।।।।।।।।।
2135,।।।।
2136,।।।।।।।।।।
2137,।।।।।।।।।।।।
2138,a
2139,।।।।।।।।।।।।
2140,।।।।।।।।।।।।।
2141,।।।।।।।।।।।।।।।
2142,।।।।।।।।।।।।।
2143,  
2144,।।।।।।।।।।।।
2145,",   "
2146, 
2147,।।।।।।।।।।
2148,।।।।।।।।।।।।।।
2149,????
2150,।।।।।।।।।।।।।।
2151,।।।।।।।।।।।।।।।।
2152,     
2153,ই ছালা। cc
2154, 
2155,।।।।।।।।।
2156,।।।।।।।।।।
2157,  
2158,a
2159,।।।।।।।।।।।।।।
2160,"না না না,"
2161,   
2162,<> <>।।।।। <>
2163,।।।।।।।।।।।
2164, 
2165,।।।।।।।।।।
2166,  
2167,a
2168,।।।।।।।।।।।।।
2169,।।।।।।।।।
2170,a
2171,।।।।।।।
2172, ।
2173,","
2174,< < 
2175,।।।।।।।।।
2176, ।
2177,।।।।।।।
2178,a
2179,।।।।।।।।।
2180,।।।।।।।।।।
2181,   
2182,    
2183,।
2184,। ।।
2185,।।।।।।।।।।।।।।।
2186,।।।।।।।।।।।।।।
2187,।।।।।।।।
2188,a
2189,a
2190,।।।।।।।।।।।।।।।।
2191,   
2192,।।।।।।।।।।।।।
2193,।।।।।।।।।।।।
2194, 
2195,  
2196, 
2197,a
2198,।।।।।।।।।।।।।।।।
2199,a
2200, 
2201,   
2202,a
2203,<>   
2204,।।।।
2205,a
2206,।।।।।।।।।।।
2207,।।।।।।।।।।।।।
2208,।।।।।।।
2209,a
2210,<> <>।<>।।। <>।।<><
2211,  ।।।।।।।
2212,।।।।।।।।।।।
2213,    
2214,।।।।।।।।।।।
2215,    
2216,।।।।।।।।।।
2217,।।।।।।।।।।।।।।
2218," ,"
2219,   
2220, 
2221,a
2222,a
2223,a
2224,।।।।।।।।।।।।।।।
2225,।।।।।।।।।।।।।
2226,   
2227,    
2228,।।।।।।।।।।।
2229, 
2230,।।।।।।।।।
2231,।।।।।।।।।।।।।।।
2232,ত্তরেরে।
2233,<> < <
2234,a
2235,a
2236,    
2237,।।।।।।।।।।।।।।।।।।
2238, 
2239,a
2240,    
2241,   
2242,  
2243,a
2244,I      
2245, 
2246, 
2247,।।।।।।।।।।।।।।।।
2248,a
2249, 
2250,।।।।।।।।।।।।।
2251,", ।।।।।।।।।।।।।"
2252,।।।।।।।।।।।।।
2253,।।।।।।।।।।।
2254,a
2255,a
2256,  
2257,।।।।।।।।।।।
2258,  
2259,।।।।।।।।।
2260,।।।।।।।।।।
2261,<> <> <>
2262,।।।।।।।।।।।।।।।।।।
2263,  
2264,।।।।।।।।।।।।।
2265,"কিন্তু, "
2266,।।।।।।।।
2267,<> < < < 
2268,a
2269,???
2270,।।।।।।।।
2271,।।।।।।।।।।।।।
2272,a
2273,।।।।।।।।।।।।।।।।।
2274,।।।।।।।।।।।।।
2275,???????
2276,।।।।।।।
2277,  
2278,।।।।।।।।।।।।।।।
2279, e
2280,"<> <>, <>, <>, <>, <>।"
2281,?
2282,।।।।।।।।।।
2283,।।।।।।।
2284,a
2285,।।।।।।।।।।।
2286,   
2287,।।।।।।।।।।।।।।।।
2288,    
2289,  
2290,??
2291,  
2292,a
2293,।।।।।।।।।।
2294,  
2295,   
2296,।।।।।।।।।।।।।
2297,< 
2298,।।।।।।।।।।।।।।।
2299,a
2300,   
2301,    
2302,।।।।।।।।।।।।।
2303,a
2304,a
2305,",,"
2306,।।।।।।।।
2307,a
2308, 
2309,।
2310,।।।।।।।।।।।।
2311,।।।।।।।।।।।
2312,   
2313,<> <>।।।।।।।।
2314,।।।।।।।।।।
2315, 
2316,?????
2317,??
2318,।।।।।।।।
2319,-?
2320,।।।।।।।।।।
2321,", আছে??"
2322,"Modul , Mod, ,"
2323,a
2324,।।।।।।।।।।।।।
2325, 
2326,।।।।।।।।।
2327,<> < 
2328, 
2329,"অহন তো,   ,।,   "
2330,  
2331,?
2332,।।।।।।।।।।
2333,।।।।।।।।।।।।।।
2334,  
2335, 
2336,a
2337,a
2338,।।।।।।।।
2339,আমি।।।।।।।
2340,","
2341,।।।।।।।।।
2342,।।।।।।।।।।।
2343, 
2344,   
2345,  
2346,।।।।।।।।।।।।।
2347,।।।।।।।।।।।।।
2348,।।।।।।।।।
2349,।।।।।।।।।।।।।
2350,।।।।।।।।।।।।
2351, 
2352,।।।।।।।।
2353,।।।।।।।।।।।।।।
2354,।।।।।।।।
2355,  
2356,।।।।।।।।।।।
2357,a
2358,।।।।।।।।।।।।
2359,।।।।।।।।।।
2360,a
2361,  
2362,?? 
2363,a
2364,a
2365,।।।।।।।।।।।।
2366,।।।।।।।।।।।।।।।
2367,।।।।।।।।।।।।
2368,a
2369,a
2370,<> <<<e
2371,।।।।।।।।।
2372,a
2373,a
2374,।।।।।।।।।।
2375,a
2376,  
2377,।।
2378,  
2379,  
2380,।।।।।।।।।।
2381,a
2382,।।।।।।।।।
2383,"<>, <>,,"
2384,।।।।।।।
2385,a
2386,।।।।।।।।।।।
2387,  
2388, 
2389, 
2390,।।।।।।।
2391,  
2392,কিন্তু 
2393,<>। <?
2394, 
2395,a
2396,।
2397,a
2398,।।।।।।।।।।
2399,a
2400,", "
2401,।।
2402, 
2403,a
2404,   
2405,  
2406, ।।।।।।।।।।।
2407,।।।।।।।
2408,"আমি জানতাম, আমি কখনো টাকা দিইনি।, আমি কখনো না।"
2409,   
2410, 
2411,  ।।
2412,  ।।
2413,    
2414,   
2415,a
2416,<> < < <
2417,।।।।।।।।।।।।।।
2418,।।।।।।।।।।।
2419,",,"
2420,a
2421,  
2422, ।।।।।।।।।।
2423,।।।।।।।।।।।।।
2424,    
2425,।।।।।।।।।।।।।।।
2426,  
2427,।।।।।।।।।।।।।।
2428,  
2429,   
2430,  
2431,   
2432,  
2433,   
2434,   
2435,a
2436, 
2437,  
2438,  
2439,I  
2440,  
2441,।।।।।।।।।।।।।
2442, 
2443,I   
2444,   
2445, 
2446,।।।।।।
2447,a
2448,।।।।
2449,।।।।।।।।।।।।।।
2450,"কিন্তু, কিন্তু,।। "
2451,।।।।।।।।।।।।
2452,।।।।।।।।।।।।
2453,।।।।।।।।
2454,।।।।।।।।।।
2455,।।।।।।।।
2456,।।।।।।।।।।।
2457,a
2458,a
2459,  
2460,।।।।
2461, 
2462,??
2463,।।।।।।।।।।।
2464,। ।।।।।।।
2465,a
2466,a
2467,a
2468, 
2469,a
2470,  
2471,।। ।।।।।।।।।।
2472, 
2473,  
2474,।।।।।।।
2475,  
2476,।।।।।।।।।।
2477,  
2478,এই এই।।।।।।।।।।।।।
2479,।।।।।।।।।।
2480, 
2481,।।।।।।।।।।।।।।।।
2482,   
2483,a
2484,। ।
2485,।।।।।।।।।।।।
2486,।।।।।।।।।।।।।।
2487,।।।।।।।।।।।।।।।
2488,।।।।।।।।।।।।।
2489,    
2490,  
2491,  
2492,।।।
2493,  
2494, ।
2495,   
2496,  
2497, 
2498,I m
2499,।।।।।।।।।।
2500,a
2501,   
2502,কি?
2503,a
2504,e
2505,   
2506,   
2507,    
2508,It is.  
2509,।।।।।।।।।
2510, 
2511, 
2512,।।।।।
2513,    ।
2514,।।।।।।।।।
2515,    
2516,।।।।।।।।।।।।।।।
2517, 
2518,নিব্বি।।।।।।।।।।।।
2519,।।।।।।।।।।।।।।।
2520, 
2521,a
2522,।।।।।।।।।।।।।।।।
2523,<> <> < 
2524,a
2525,।
2526,।।।।।।।।।।।
2527,     
2528,!!!!!!
2529,।।।।।।।।।।।।
2530,"The The ।।।।  ,,,,"
2531,    
2532,।।।।।।।।।।
2533,।।।।।।।।।।
2534,।।।।।।।।।।
2535,   
2536,।।।।।
2537,।।।।।।।।।।।।
2538,।।।।।।।।।
2539,< < < 
2540,।।।।।।।।।।।।
2541,।।।
2542,।।।।।।।।।।।।।।।।
2543, 
2544, 
2545,    
2546,   ।
2547,।।।।।।।।।।।।।।
2548,।।।।।।।।।।।।
2549,    
2550, 
2551,    
2552,এই এই। এই। This bed bed 
2553,   
2554,? ?
2555,a
2556,     
2557,।।।।।।।।।।
2558,a
2559,a
2560,।।।।।।।।।।।।।।।।
2561,","
2562,  
2563,।।।।।।।।।।
2564,   
2565,।।।।।।।।।।।
2566,।।।।।।।।।।।।
2567,স্কুলই।তো স্কুলই।তো স্কুলইতো।তো স্কুলই
2568, 
2569,a
2570, 
2571,   
2572,a
2573,??
2574,a
2575,????
2576,    
2577,।।।।।।।।।।।
2578,নি যে সংখ্যা।
2579,a
2580,।।।।।।।।।।।।
2581,a
2582,a
2583,", ,,"
2584,।।।।।।।।।।।।।।।।।।।।
2585,a
2586,    
2587,  
2588,a
2589,।।।।।।।।।।।।
2590,।।।।।।।।।।।।।।।
2591,।।।।।।।।।।
2592,   
2593,I   
2594,    
2595,   
2596,""" ""। ""    "
2597,।।।।।।।।।।
2598,  
2599,।।।।।।।।।।
2600,    
2601, 
2602,।।।।।।।।।।।।।।।
2603,  
2604,   
2605,   
2606,  
2607,  
2608,   
2609,","
2610,।।।।।।।।।।
2611,", , ,"
2612,", p   "
2613, 
2614,a
2615,  
2616,-  
2617,।।।।।।।।।
2618,",,"
2619,।।।।।।।।।।।।।।।
2620,   
2621,।।।।।।।।।।।।।।
2622,  
2623,।।।।।।।।।।।
2624,a
2625,।।।।।।।।।।।।।
2626,   
2627,"লেখ,,,"
2628,a
2629,।।।।।।।।।।।।।।।।
2630,    
2631, 
2632,a
2633,",  "
2634,a
2635,  
2636,eee
2637,।।।।।।।।।।।
2638,I   
2639,।।।।।।।।।।।।।
2640, 
2641,।।।।।।।।।।।
2642,।।।।।।।।
2643,",,্যা।্যা।"
2644, 
2645,a
2646,   e
2647,।।।।।।।।।।
2648,   
2649,   
2650,I m  
2651,।।।।।।।।।।।।।।।
2652, 
2653,I do. 
2654,   
2655,।।।।।।।।।।।
2656,"গুড Good luck, ।। Good luck।u"
2657,      
2658,    
2659,", কিন্তু, কিন্তু, কিন্তু, কিন্তু,"
2660, 
2661,   
2662,<> < 
2663,।।।।।।।।।।
2664,।।।।।।
2665,।।।।।।।।।
2666,।।।।।।
2667,।।।।।।।
2668,  
2669,।।।।।।।।।।।।
2670,   
2671,।।।।।।।।।
2672,।।।।।।।।।।।।
2673,<> <>। <>।।।।।।।।।।।
2674,a
2675,।।।।।।।
2676,।।।।।।।।।।।।।।
2677,a
2678,।।।।।।।।।।।
2679,  
2680,।।।।।।।।।।।।।
2681,।।।।।।।।।।।
2682,।।।।।
2683,a
2684,","
2685,   
2686,।।।।।।।।
2687,He    
2688,।।।।।।।।।।।।
2689,    
2690,   
2691,।।।।।।।।।।।।।
2692,।।।।।।।।।
2693,।।।।
2694,a
2695,।।।।।।।।।।।
2696,।।।।।।।।।।।।।।।।
2697,।।।।।।।।।।।
2698,।।।।।।।।।।।।।।।
2699,।।।।।।।।।।।।।।
2700,।।।।।।।।।।
2701,<> <>  
2702,a
2703, 
2704,a
2705,।।।।।।।।।।।
2706,   
2707,Id
2708,<> < < <।।।।।।।।।
2709,  
2710,a
2711,।।।।।।।।।।।
2712,a
2713,।।।।।।।।।।।।।।।।
2714,।।।।।।।।।।।
2715, 
2716,   
2717,a
2718,   
2719,।।।।।।।।।।।
2720,a
2721,    
2722,"<> <> <>, < < < "
2723,।।।।।।।।।।
2724,a
2725,   
2726,।।।।।।।।।।
2727,।।।।।।।।।।।
2728, 
2729,।।।।।।।।।।।।।।।
2730,a
2731,", , , ,"
2732,।।।।।।।।।
2733,।।।।।।।।।।
2734,   
2735,।।।।।।।।।।।।।।।
2736,a
2737,।।।।।।।।।।।।।।
2738,a
2739,a
2740,a
2741,a
2742,  
2743,","
2744,a
2745,।।।।।।।।।।।।।
2746,   
2747,Where? । ? ?
2748,।।।।।।।।।
2749,a
2750, 
2751,a
2752,।।।।।।।।।।।।
2753,a
2754,"কিন্তু, "
2755,।।।।।।।।।।
2756,   
2757,<> < < <
2758, 
2759,  
2760,  
2761,।।।।।।।।।।।।।।
2762,We    
2763,a
2764,।।।।।।।।।।।।
2765, 
2766,।।।।।।।
2767,a
2768,।।।।।।।।।।
2769,a
2770,  
2771,।।।।।।।।।।।।।।।
2772,।।।।।।।।।।।।।
2773,।।।।।।।।।।।।
2774,a
2775,a
2776, 
2777,।।।।।।।।।।।।
2778,   
2779,I  
2780,।।।।।।।।।।
2781,  
2782,  
2783,a
2784,।।।।।।।।
2785,। 
2786,।।।।।।।।।ি
2787,।।।।।।।।।।
2788,a
2789,।।।।।।।।।
2790,।।।।।।
2791,a
2792,।।।।।।।।।।।
2793,।।।।।।।।।।।।।
2794,     
2795,a
2796,",,,,,।।"
2797,।।।।।।।।
2798,  
2799,।।।।।।।।।।
2800,এ। এ।
2801,    
2802,।।।।।।।।।।।।।।
2803,<> <> <>।। <>। <>l
2804,I      
2805,।।।
2806,। ।।।।।।
2807,।।।।।।।।।।।
2808,নাইম।    
2809,   
2810,a
2811,।।।।।।।।।।।।।
2812,a
2813,   
2814,<> <
2815,  
2816,< <  
2817,","
2818,।।।।।।।।।।
2819,a
2820,।।।।।।।।।।।।।
2821,।।।।।।।।।।।।।
2822,।।।।।।।।।।।।।।
2823,   
2824,a
2825,a
2826,< < < <। < <
2827,  
2828,  
2829,"Id,?"
2830,"- কিন্তু, আমি। - But, "
2831,   
2832,"য, "
2833,<> < < 
2834,।।।।।।।।।
2835,   
2836,"।।।।।,,"
2837,><
2838,I      
2839,।     
2840,।।।।।।।।।।।।।
2841,।।।।।।।।।।।
2842,",,,,,"
2843, 
2844,।।।।।।।।।।।।।।।।
2845,আমার 
2846,।।।।।।।।।।।।।।।
2847,।।।।।।।।।।।
2848,।।।।।।।।
2849,।।।।।।।।।।।।।।।।।
2850,a
2851,",,,"
2852,।।।।।।।।
2853,a
2854, 
2855,a
2856, 
2857,কিন্তু 
2858,"কিন্তু, এটা একটা। কিন্তু, এটা।"
2859, 
2860,   
2861, 
2862,I    
2863,।।।।।।।।।।।।।।
2864,- -।
2865,।।।।।।।।।।।।।।।
2866,।।।।।।।।।।।।।।।
2867,।।।।।।।।
2868,?????? 
2869,"কিন্তু, আমি জানি, তুমি কিন্তু, আমি জানি, তুমি।"
2870,I m   
2871,।।।।।।।।।।।
2872,।।।।।।।।।।।
2873,   ।
2874,a
2875,।।।।।
2876,I m.
2877, ।।।।।।।।।।।।।।
2878,।।।।।।।।।।।।
2879,a
2880,a
2881,I 
2882,।।।।।।।।।।।।।
2883,a
2884,।।।।।।।।।।
2885,a
2886,।।।।।।।।।।।।।।।
2887,।।।।।।।।।।।।।
2888,a
2889,I don nn
2890,a
2891, 
2892,","
2893,।।।।।।।।।।।
2894,।।।।।
2895,।।।।।।।।।।।
2896,।।।।।।।।।।।
2897,?
2898,a
2899,   
2900,a
2901,।
2902,  
2903,।।।।।।।।।।।।।।।
2904,   
2905,   
2906,a
2907, 
2908,<
2909, 
2910,   
2911,  
2912, 
2913,   
2914,< < 
2915,।।।।।।।।।।।।।।।।।
2916,।।।।।।।।।।।।।।।।।।
2917,???
2918,a
2919,a
2920, 
2921,a
2922,   
2923,a
2924,<> <> <> <>
2925,<> 
2926,  
2927,a
2928,?????
2929, 
2930,  ।   
2931,a
2932,    
2933,", ,"
2934,a
2935,।।।।।।।।।।।
2936,<> <> <>
2937,a
2938,I'll  
2939,।।।।।
2940,।।।।।।।।।।।
2941,a
2942, ।।
2943,।।।।।।।।।।।।।
2944,a
2945,a
2946,।।।।
2947,।।।।।।।।।
2948,।।।।।।।।।।।।।
2949,a
2950,a
2951, 
2952,?
2953,a
2954,।।।।।।।।।।।।।
2955,a
2956,।।।।।।।।।।।।
2957,।।।।।।।।।।
2958,?????????
2959,।।।।।।।।।।।।।।।।।।।
2960,।।।।।।।।।।।।।।।।।।।।।
2961,।।।।।।।।।।
2962,< <  
2963,a
2964,।।।।।।।।।।।।।।।
2965, 
2966,।।।।।।।।।।।
2967,।।।।।।।।
2968,।।।।।।।।
2969,a
2970,।।।।।।।।।।।।।।।।
2971,a
2972,।।।।।।।।
2973,।।।।।।।।
2974,।।।।।।।।।।
2975, 
2976,??????
2977,   
2978,।।।।।।।।।।।
2979,।।।।।।।।।।।
2980,a
2981,a
2982, 
2983,", ,"
2984,a
2985,   
2986, 
2987,।।।।।।।।।।।।
2988,।।।।।।।।।।।
2989,a
2990,।।।।।।।।।
2991,  ।।
2992, 
2993,  
2994,<>   
2995,।।।।।।।।।।।।।।।
2996,।।।।।।।।।
2997,।।।।।।
2998,।।।।।।।।।।।।।।
2999,a
3000, 
3001,।।।।।।
3002,।।।।।।।।।।।।।
3003,। ।।।।।।।।।।।।
3004,।।।।।।।।।
3005,।।।।।।।।।
3006,a
3007, 
3008, 
3009,।।।।।।।।।।।।
3010,a
3011,?
3012,a
3013,a
3014,    
3015, 
3016,।।।।।।।।।।।।।
3017,।।।।।।।।।।।।।
3018,।।।।।।।।।।।
3019,।।।।।।।।।।।।।।
3020,।।।।।।।।।।।
3021,।।।।।।।।।।।।।।
3022,।।।।।।।।।।।
3023,।।।।।।।।।।।।।।।
3024,<
3025,।।।।।।।।।।।।।।
3026,a
3027,এই যে আছে না। এই যে আছে।।  
3028, 
3029,a
3030,।।।।।।।।।।।
3031,     
3032,  
3033,",,,,,,,,,,,,"
3034,।।।।।।।।।।।।।।
3035,     
3036, 
3037,। ।
3038,  
3039,a
3040,।।।।।।।।।।।।।
3041,a
3042,।।।।।।।।
3043,।।।।।।।।।।।।।
3044,  
3045,     
3046,।।।।।।।।।।।।।।।
3047,।।।।।।।।।।।
3048,  
3049,   
3050,।।।।।।।।।।
3051,a
3052,  
3053,।।।।।।।।।।।।।।
3054,।।।।।।।।।।
