id,string
2692,ɔhon ʃɔɾe bu͡ɪ̯ɟɐlche।
2693,ɔhon ʃɔɾe ɐmɪ।
2694,ʃɔt̪t̪t̪t̪t̪t̪ɐ kɔ͡ɪ̯jɐ d̪ɪbɐ।
2695,ɐmɪ dɐ͡ɪ̯ɾe ko͡ɪ̯jɐlɐm।
2696,"ɐmɐɾ kunu mɐne ɐmɐɾ ʃɔmone ɟod̪ɪ kunu ɾuʃt̪ɪn ɔe̯, dɐ͡ɪ̯ɾeʃ mono koɾo d̪ɔ͡ɪ̯ɾɐlɐlɐlɐm gɪjɐ।"
2697,sɛɾeɾe ho͡ɪ̯d̪ɪn gɪjɐ d̪ɔɾchɪlɐm gɪjɐ।
2698,"ɐmɪ ko͡ɪ̯ ʃɔɾeɾ, ɐmone ɟe ɾuʃt̪ɪn koɾu͡ɪ̯n, ɐmɪ kɪnt̪u kɐɾen।"
2699,ɐmɪ kɪnt̪uk ɐmone cɐɟ d̪ɪle ɔkkɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯ɾe d̪ɐ͡ɪ̯
2700,ʃɔɾeɾ t̪o phɔɾe ɐɾ kɔt̪ɐ nɐ͡ɪ̯।
2701,"sɛɾe ko͡ɪ̯che kɔe̯, eɾ lɐ͡ɪ̯ggɐ sɛɾe ko͡ɪ̯che kɔe̯, t̪umɪ nɪt̪un ho͡ɪ̯ɾɐ ellɐ beʃɪ kɔt̪ɐ ko͡ɪ̯t̪ɐ <> ʃɔɾeɾ pɐʃ koɾɐ͡ɪ̯che nɐ?"
2702,ɟɐle t̪o ʃɔmoʃʃɐ।
2703,ɐmɾɐɾe͡o̯ t̪o ʃɔbɦuʃ kɛʃ koɾɐ͡ɪ̯che nɐ।
2704,ɐmɾɐ͡o̯ t̪o ɔd̪ek kɛʃ koɾchɪ।
2705,"ɐɾ t̪umɐɾ t̪o ɔd̪ek koɾcho, ɐɾ ɐmɪ kɪ hoɾchɪ।"
2706,t̪e͡ɪ̯ t̪o ɐmɾɐ kɪchu koɾchɪ।
2707,ɐmɪ kɔjdɐ koɾchɪ?
2708,"ɐmɪ t̪o, ɐmɪ <> t̪umɪ ɐmɾɐɾ ʃɐt̪e d̪ɪkɐn nɪcho nɐ?"
2709,t̪umɪ ɐmɾɐɾ ʃɐt̪e d̪ɪkɐ nɪcho।
2710,kelɐ ko͡ɪ̯che t̪umɐɾe?
2711,ɐmɪ t̪umɐɾe ko͡ɪ̯।
2712,ɐmɪ bɪl t̪umɐɾe।
2713,"t̪umɪ ɐmɾɐɾ ʃɐt̪e d̪ɪkɐ d̪ɪcho, ɐmɪ cɛlɟeɟ।"
2714,"ɐmɪ t̪o, ɐmɪ t̪umɐɾe bɐɽɪ।"
2715,bɐɟɐɾe ɟɐch nɐkɪ bɐ͡ɪ̯?
2716,t̪umɐɾ ʃɐt̪he ɐmɪ d̪ɪʃkɐ nɪchɪ nɐ keɾ lɐ͡ɪ̯ggɐ ko͡ɪ̯?
2717,"ɐmɾɐ, ɐmɾɐ ɟɐɾɐ d̪u͡ɪ̯ ɐɟɐɾ bɐ͡ɪ̯ʃ ʃɐle pɾot̪om mɛt koɾchɪ cɔ͡u̯d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪d̪o pɔɾeɾo?"
2718,"t̪ɔkhon ɐmɾɐɾe d̪ɪkhɐ d̪ɪche ɐlɐdɐ ɔphɪʃ kɔcche, mɐne ɟe͡ɪ̯, sɛ͡ɪ̯ʃeɾ ɟe͡ɪ̯ dɛn, e͡ɪ̯ne ɐmɾɐɾe d̪ɪkhɐ d̪ɪche।"
2719,e͡ɪ̯ d̪eho ɐmɾɐɾ d̪ɪkhɐɾ bɪdɪ͡o̯।
2720,ɐmɐɾ kɐche ɐche।
2721,t̪ɔhon ke͡u̯ d̪ɪʃt̪ɐ nɪche nɐ।
2722,"<> t̪ɔhon, t̪umɐɾeɾ ʃɐt̪he ɟɔhon d̪ɪʃt̪hɐk d̪ɪchɪ tɪn t̪ɐlɐt̪?"
2723,edɐ͡o̯ t̪ɔhon lɔp hoʃɪbe d̪ɪʃt̪hɐ d̪ɪchɪ ʃɔbɐ͡ɪ̯ɾe bɐt̪ɪɾe lɔ͡ɪ̯jɐ।
2724,t̪ɔhon ɐmɪ d̪ɪʃt̪hɐ d̪ɪchɪ t̪umɐɾe।
2725,chɛɾe d̪ɪʃt̪hɐ d̪ɪche mɐne ɐmɪ t̪umɐɾ lɪd d̪ɪchɪ।
2726,ɔh t̪umɪ d̪ɪchɐlɐ।
2727,t̪umɐɾ ɟe beɟ ɐchɪn eno।
2728,tɪn kɐleɾ beɟ।
2729,t̪ɪn kɐleɾ beɟ ɐchɪn nɐ?
2730,ɐmɪ kɔmɐɾeɾ chɪlɐm nɐ?
2731,"ho, t̪umɪ hɛɾe buɟɐ͡ɪ̯chɐlɐ nɐ?"
2732,ɐmɪ mono hoɾchɪ ɐmɾɐ͡o̯ hɐɾ d̪ɐɾe ɐɟkɐ <> ɐmu।
2733,"nɐ, nɐ, nɐ, nɐ।"
2734,ɐmɪ t̪umɐɾ ɐge͡ɪ̯ d̪ɪʃt̪hɐn nɪchɪ।
2735,ɐmɪ t̪umɐɾe d̪ɛhɐ͡o̯ d̪ɪʃt̪ɐ ɐmɐɾ d̪ɪʃt̪ɐɾ d̪ɪʃt̪ɐɾ d̪ɪʃt̪ɐ ɟet̪ɐ ɐchɪlo ɟe͡ɪ̯dɐ।
2736,t̪umɐɾ d̪ɪʃt̪hɐ kɔjd̪ɪn nɪcholɐ?
2737,"ɐmɐɾ d̪ɪʃ, ɐmɪ d̪ɛhɐ͡ɪ̯ t̪umɐɾe।"
2738,d̪ekhle͡ɪ̯ buɟbɐ ɟe।
2739,t̪umɐɾ ʃɔmone ɐmɪ d̪ɛhɐ͡ɪ̯।
2740,e͡ɪ̯ɟe ɐge ɐmd̪ɐɾ d̪ɪʃt̪hɐ nɪchɪlo।
2741,e͡ɪ̯ɟe।
2742,"e͡ɪ̯ɟe d̪ɛhɐ ɐmɪ, nɐ͡ɪ̯m, ɟɪnɐm, phɔɾɐ͡ɪ̯ʃ, phɔɾɐ͡ɪ̯ʃ।"
2743,"e͡ɪ̯ɟe ɐmɾɐɾ, ɐmd̪ɐɾ d̪ɪʃt̪hɐ ɔʃt̪hɐndɐ।"
2744,cɐ͡ɪ̯ɾɟɔn?
2745,cɐ͡ɪ̯ɾɟɔn।
2746,ɐmɾɐ͡o̯ cɐ͡ɪ̯ɾɟɔne d̪ɪchɪ d̪e͡ɪ̯ʃt̪hɐ ɐɾ ke͡u̯ d̪ɪchenɐ।
2747,t̪umɪ ko͡ɪ̯?
2748,"e͡ɪ̯ɟe ɐmɪ, e͡ɪ̯ɟe ɐmɪ।"
2749,d̪ɛkhcho?
2750,ɛmon nɐ͡ɪ̯m।
2751,bɐhɐd̪ɪjɐ ɟɐt̪o nɐ।
2752,ɐttɐ d̪ɛhɐ ɟɐe̯ ʃɐɾhɐɾɪ।
2753,ɐmɐɾ nɪɟeɾ nɐ ʃɐnɪ nɐ͡ɪ̯।
2754,ɐmɾɐ t̪o ʃɔkɐɾe͡ɪ̯।
2755,"hɛ̃, t̪e bɪdɪ͡o̯ ko͡ɪ̯ɾɐ ɾɐkchɪlɐ͡ɪ̯।"
2756,t̪umɐɾ mubɐ͡ɪ̯lo ɔt̪t̪ɐ ɟɐgɐ lɔe̯?
2757,"ɐmɐɾ mubɐ͡ɪ̯lo kɔt̪o ɟɐgɐ lɔe̯ <> ɐmɐɾ mubɐ͡ɪ̯lo bɔt̪ɪ, ɪjɐ bot̪t̪ɪʃ ɟɪbɪ mɛmɾɪ ɐche ɛktɐ।"
2758,pɐɾɐʃ ʃet mɛmɾɪ cɔ͡u̯ʃtɪ।
2759,ɐɾ kɪ lɐge?
2760,ɛktɐ ʃet mɛmɾɪ kɪnt̪e ɔ͡ɪ̯bo।
2761,"kɔt̪o ɐje ɐmɾɐ ɟe, ɐmɾɐ ɟɔhon mɛt koɾɐɾe gechɪ, t̪ɔhon mɛt koɾɐɾe ɟe phɔpɐɾ ɔ͡ɪ̯che, e͡ɪ̯ phɔpɐɾeɾ bɪdɪ͡o̯।"
2762,ɐmɾɐ gɔɾud̪ɪjɐɾ mɐd koɾchɪ।
2763,e͡ɪ̯dɐ kɔnu ɟɐgɐt̪?
2764,gɔɾud̪ɪjɐɾ mɐdɔo।
2765,e͡ɪ̯ ɟe mɪm ɐph।
2766,kɔnudɐ mɪm ɐph?
2767,e͡ɪ̯ ɟe।
2768,d̪eho bɐlo ko͡ɪ̯ɾɐ d̪ehɐ।
2769,chɪnco?
2770,eɾ lɐ͡ɪ̯ggɐ͡ɪ̯ ko͡ɪ̯t̪ɐchɪ।
2771,"kɐloke ɐmɪɾ phɔɾpɔɾ t̪o, ɔhon ʃɐɾe ɐmɐɾe ko͡ɪ̯che k।"
2772,ɐɟɪmmɐ ko͡ɪ̯che kɔe̯ phɐl dɐʃe t̪ɐt̪e ɔ͡ɪ̯bo।
2773,ɐmɪ ko͡ɪ̯chɪ ɐ͡ɪ̯ccɐ tɪkɐche।
2774,"kɔjɟɔn, kɔjɟɔn t̪ɐkbo sɛ͡ɪ̯ʃet̪t̪e, kɔjɟɔn t̪ɐbo?"
2775,d̪ɔʃɟɔn?
2776,"sɛ͡ɪ̯ʃet̪e t̪ɐkbo mone koɾ d̪ɔʃɟɔn, bɐɾo, phɔɾo ɟɔn t̪ɐbo।"
2777,d̪ɔʃɟɔne e͡ɪ̯ phɔɾpɔɾdɐ koɾbo।
2778,"ɛgɐɾɟɔn phɔɾpɔɾ koɾbo, ɟemun ɐmɾɐ phɐcɟɔn, d̪eʃɟɔn।"
2779,ɐɟɪm t̪o lɪd d̪ɪbo।
2780,heɾe lɔ͡ɪ̯jɐ ɛgɐɾɟɐ।
2781,ʃɔɾeɾ ɐche ɛkɟɔn।
2782,"ʃeɾ ɐche, nupɐɾ ɐp ɐche।"
2783,t̪eɾ ɟɔm।
2784,ɐɾo t̪o mone koɾo ɾɐnn t̪ɐkɔb।
2785,cho͡ɪ̯d̪d̪ ɟɔe̯।
2786,ɐɾo mudɐmudɪ ɟod̪ɪ sɛ͡ɪ̯ʃe ɐɾo ke͡u̯ ɟɐe̯ ɐɾɔ͡o̯ ke͡u̯ ɟɐe̯
2787,ɟɐh।
2788,"bɦɪhɐ͡o̯ ne͡o̯n ɟɐe̯, bucʃ?"
2789,"t̪e d̪ɪnɐɾ bɦɪhɐh nɪche, phɪnɐn nɪche nɐ।"
2790,"ho, phɪnɐʃ nɪche nɐ।"
2791,phɔɾe phɪnɐʃ phɔɾɪkkɐɾ d̪ɪn bucchɪʃ?
2792,"he bɦɪhɐm phɪnɐʃɐ, ɐmɾɐɾ phɪnɐʃeɾ ɐge bɦɪhɐm ɔ͡ɪ̯che ɐɾkɪ।"
2793,he bɦɪhɐh phɔɾɪkɐ d̪ɪche।
2794,"ut̪opɐɾ d̪ɪche, ʃɔɾkɐ͡ɪ̯t d̪ɪche, ɛkʃɐ͡ɪ̯nɪ͡o̯ d̪ɪche, phɪnɐ͡ɪ̯n d̪ɪche।"
2795,kellɐ͡ɪ̯ggɐ?
2796,"kɪɟɐnɪ, kɔe̯ ɐmɪ kɔnudɐ lɔ͡ɪ̯chɪ kɔnudɐ lɔ͡ɪ̯chɪnɐ ɐmɪ ɟɐnɐnɪ ।"
2797,phɔɾe ɾɔɾlɐ͡o̯d d̪ehɪ bɦɐgol ɟɪɾo ɟɪɾo।
2798,"t̪ɐɾmɐne he kɪchu ɛktɐ ɐkɐm koɾche, mɐne ʃɔbtɪ ɛkɐm d̪ɪche।"
2799,"bɦɐgollo t̪o ɐmɪ ɐchɪlɐm nɐ, kɐɾt̪e d̪e͡ɪ̯khɐ lɐgbo।"
2800,mɐne ɐmɪ ɟɐ ɟɐ phɐ͡ɪ̯chɪ t̪ɐ t̪ɐ khɐlɪ ɛkʃɐ͡ɪ̯tɪ e phɐc
2801,e͡ɪ̯dɐt̪o ɐmɪ ɟɐnɪ nɐ kedɐ kedɐ ɟɐe̯।
2802,"ɟod̪ɪ ɟɐe̯ <> phɐl pɐʃɐke, eɾ <> ko͡ɪ̯bo।"
2803,"ɐst ʃɪbɦɪleɾ ɟod̪ɪ ke͡u̯ ɟɐe̯, mɐne skɐ͡ɪ̯t nɪjɐ, t̪e eɾ <> ɐmɾɐ <> beɽɐ͡ɪ̯t̪ɐm।"
2804,"ɐmɪ͡o̯ ɟɐt̪ɐm nɐ, ɐmɪ t̪omɐɾ dɦɐkɐ t̪hɪje͡ɪ̯kɐ ɐ͡ɪ̯chɪ, ɐjɐ pɔɾe ko͡ɪ̯, phɐɾɐɾ ʃɐɾbɦɐɾe ʃɪlɪŋ koɾchɪt̪o, ɐmɪ t̪o ɟelɐɾ ʃɐɾbɦɐɾe ʃɪlɪŋ koɾchɪt̪"
2805,ho d̪ekhchɪ d̪ekhchɪ d̪ekhchɪ d̪ekhchɪ
2806,pɔcʃɐ pɔcʃɐʃ pɔcʃɐʃ ɟeɾ bɔɽe chɔe̯ nɐmɐɾ ɔ͡ɪ̯chɪ।
2807,nɐ͡ɪ̯m o ko͡ɪ̯ɾɐ͡ɪ̯che d̪ehɐɟɐ।
2808,nɐ͡ɪ̯m koɾche nɐ।
2809,"nɐ͡ɪ̯me kɪ hɔɾche, ʃuhɐneɾ ɟɛkt ɐɾ hɛlmet nɪjɐ chɔbɪ t̪u͡ɪ̯lɐ phɔlche।"
2810,"kɛ͡u̯ d̪ɦɐt̪ɐɾche nɐ, ɐmɪ d̪ɦɐ͡ɪ̯ɾɐlchɪ।"
2811,ɐmɪ ko͡ɪ̯ kɪɾe nɐ͡ɪ̯m e͡ɪ̯dɐ t̪u͡ɪ̯ kɪ koɾlɪ।
2812,t̪e kɪ hɐɾ hɐlmet <>
2813,"mɛt koɾɐʃ t̪o koɾche, ɔ͡ɪ̯ pɾoʃʃon koɾche nɐ phɐɾɐɾ ʃɐɾbɦɪʃeɾ।"
2814,t̪ɐ͡ɪ̯le <> phɐɾɐɾ ʃɐɾbɦɪʃeɾ lɔge chobɪ ɐchɪn।
2815,e͡ɪ̯t̪ɐ chɔbɪt̪o kɪchu ɔne͡ɪ̯jɐt̪e kopɪ ko͡ɪ̯ɾɐ dɛ͡ɪ̯lɔd ko͡ɪ̯ɾɐ lɔ͡ɪ̯che।
2816,"mɐne ɪdɪt eɾ<> ɪdɪt ɪdɪt koɾche, hɛlmet tɐ ʃuhɐneɾ ɐchɪn।"
2817,"phɔɾe ʃuhɐne ɟe koɾche, e͡ɪ̯dɐ kɪ e͡ɪ̯ ʃuhɐne?"
2818,ho e͡ɪ̯ɟe e͡ɪ̯ɟe e͡ɪ̯dɐ।
2819,bɐ͡ɪ̯d̪ɦɐ bɐɽɪ?
2820,bɐ͡ɪ̯d̪d̪ɐdɐt̪o khɐt ʃunhɐ ɐɾ ho͡ɪ̯dɐ lɔbu ʃunhɐ।
2821,"ho͡ɪ̯dɐɾ bɐɽɪt̪o t̪o d̪ɐ͡o̯wɐt̪ d̪ɐ͡o̯wɐt̪, ho͡ɪ̯ d̪ɐ͡o̯wɐt̪eɾ kɔt̪hɐ͡ɪ̯ ko͡ɪ̯t̪ɐchɪ।"
2822,he ɐjɐ kono koɾche।o ।
2823,bucho eɾ lɐ͡ɪ̯gɐ͡ɪ̯।
2824,ɐɾ bɐ͡ɪ̯d̪d̪ɦɐ ʃuhɐneɾ t̪o d̪ɐ͡o̯wɐmɐɾɐ ɐchɪn।
2825,"hum, ɔnekɐɾe͡ɪ̯ ɟɪgɐ͡ɪ̯chɪ, ɔnek kɔe̯ ɐ͡ɪ̯t̪ɐɾt̪o nɐ, ɐɾ t̪umɐɾeɾt̪o, mɪjɐ t̪umɐɾe ɟod̪ɪ kɔ͡o̯ mɪjɐ <> t̪umɪ ɟɐ͡o̯nɐ!"
2826,ko͡ɪ̯ ɐmɐɾe <> ko͡ɪ̯che?
2827,t̪umɐɾe ɟod̪ɪn ko͡ɪ̯chɪ t̪umɪ thɪk ʃɔmɔe̯ ɟɐ͡o̯?
2828,"ko͡ɪ̯t̪ɐɾbɐ t̪umɪ ko͡ɪ̯t̪ɐɾbɐ e͡ɪ̯no d̪ɐɽɐjɐ ɟe t̪umɪ thɪk ʃɔmɔe̯, ɟɔhon kɔ͡o̯, eɾphɔɾe ɐd̪ɐ gɦɐʃ phɔɾe ɟɐ͡o̯ nɐ͡ɪ̯le ɛk gɦɐʃ phɔɾe ɟɐ͡o̯।"
2829,<> ko͡ɪ̯chɪ?
2830,ɟɐ͡ɪ̯ t̪o।
2831,"ho e͡ɪ̯ɟe kɔjnɐ, phɪɾɐɾlɐm, phɪɾɐɾm ɐ͡ɪ̯chɪt̪o, kɔnʃomom ɐ͡ɪ̯chɪ?"
2832,ɟɔhon gechegɐ?
2833,<> e͡ɪ̯ɟe pɪnɪnɪlo gechɐlɐ?
2834,nɐ ɐmɪ gechɪn।
2835,ɐmɾɐɾet̪o kɪchu ko͡ɪ̯l nɐ।
2836,"t̪umɐɾe ko͡ɪ̯bo, t̪umɪ, ɪ͡ɪ̯ɾɐɾet̪o ko͡ɪ̯che, ɪ͡ɪ̯ɾɐt̪o geche, ɪ͡ɪ̯ɾɐt̪o geche, ɪ͡ɪ̯ɾɐt̪o geche, ɪ͡ɪ̯ɾɐt̪o geche, ɪ͡ɪ̯ɾɐt̪o geche, ɪ͡ɪ̯ɾɐt̪o geche, ɪ͡ɪ̯ɾɐt̪o geche"
2837,kɪ ʃɔmoʃʃɐ <> ?
2838,"buɟcho phɔɾe nɐ, ɐmɪ sɛɾeɾe ko͡ɪ̯chɪ ʃɔɾ ɪmɐɾphɔɾe ɐɾ muʃɐɾphɔɾe d̪e͡ɪ̯chɪ ʃɔɾ mɐʃɐɾphɔɾe d̪e͡ɪ̯chɪ ʃɔɾ mɐʃɐɾphɔɾe d̪e͡ɪ̯n, ɛɾɐ d̪u͡ɪ̯ɟɔn kɪʃɟɐɾphɔɾe d̪e"
2839,phɔɾe ko͡ɪ̯t̪ɐche k ɐ͡ɪ̯cchɐ thɪkɐche ɐmɪ d̪ekht̪ɐchɪ।
2840,phɔɾe ɛ͡ɪ̯t̪ɐnɐ ɐ͡ɪ̯che bɐ͡ɪ̯d̪ɐɾ ʃɐkɪl।
2841,"ucɐ lɔbu cɐl ɐmɐ͡ɪ̯t̪o ɟe, bɐ͡ɪ̯d̪ɐɾ ʃɐkɪl?"
2842,"bɐ͡ɪ̯d̪d̪ɐɾ ɛktɐ ʃɐkɪl ɐche, ʃɐkɪl ɾɐnɐ"
2843,"bɐ͡ɪ̯, e ʃɐkɪl।"
2844,ʃɐkɪl ɾɐnɐ।
2845,"ɐmɐɾ ɐpd̪eɾ, ɐmɐɾ ʃɔbkɐɾɪ।"
2846,"ʃɐkɪl, bɦɐ͡ɪ̯d̪ɪjɐɾ ʃɐkɪl t̪o।"
2847,"ʃɐkɪl ɾɐnɐ, humd̪ɐ ʃɐkɪl ko͡ɪ̯le ke͡u̯ cɪne nɐ।"
2848,ɐmɪ d̪ehɐ͡ɪ̯ chɔbɪdɐ।
2849,"ɾɐnɐ, ɾɐnɐ।"
2850,d̪ehɐ͡ɪ̯ e͡ɪ̯ɟe।
2851,"chɔbɪ d̪e͡u̯che, chɔbɪ d̪e͡u̯che।"
2852,chɪnɪ nɐ kɪ e͡ɪ̯dɐ nɐ chɪnɪ nɐ।
2853,bɐhɐd̪ɪjɐ bɐɽɪ।
2854,eɾe chɪnɪ nɐ?
2855,<> t̪o kɔt̪ɐ
2856,sɛ͡ɪ̯ʃeɾ phɐlɪʃ ɾɐkhchot̪ ɐlɐd̪ɐ?
2857,ɐmɐɾ ʃɔbɪ ɐlɐd̪ɐ।
2858,sɛ͡ɪ̯ɾeɾ phɐlɪʃ ɟɐ ɐche ʃɔb ɐlɐd̪ɐ।
2859,bɐʃɐd̪ gɪjɐ ɾɐnnɐ khɐ͡ɪ̯chɪlɐm nɐ?
2860,ɐmɐɾ lɐ͡ɪ̯gɪ kunu pɾɪdɐm tɔbolɐm koɾche ɐche?
2861,"hum, ɔnek pɾɪdɐm koɾche।"
2862,ɐmɪ d̪ehɐ͡ɪ̯।
2863,"e͡ɪ̯ɟe, e͡ɪ̯ɟe, eɾ kɔt̪ɐ ko͡ɪ̯t̪ɐchɪ।"
2864,d̪ɐɽɐ͡o̯।
2865,edo nɐ͡ɪ̯gɐ monoe̯।
2866,"edo ɐche, ɐche।"
2867,d̪ɐɽɐ͡o̯ ɐmɪnɐhɐ͡ɪ̯t̪eche t̪uɾt̪umɐɾe।
2868,e͡ɪ̯ɟe t̪uɾɪmɪ t̪o e͡ɪ̯dɐnɐ?
2869,t̪umɪ।
2870,ɐche ɐmɪ d̪ehɐ͡ɪ̯t̪ɐchɪ t̪umɐɾe।
2871,"ho, kɐch t̪hɪkɐ ʃɔɾo।"
2872,e͡ɪ̯dɐt̪ nɐ d̪ɽɐ͡o̯।
2873,ɐche ɐche।
2874,t̪hɐkɐɾ t̪o kɔt̪ɐ।
2875,nɐ͡ɪ̯ e͡ɪ̯dɐɾ mo͡ɪ̯d̪d̪d̪d̪e nɐ͡ɪ̯।
2876,ɐ͡ɪ̯pɪʃ ɐche।
2877,ɟɐ͡ɪ̯t̪ɐche।
2878,ɐmɪ ko͡ɪ̯chɪ mɛdɪn nɐ ɔe̯ ɔhon kɐ͡ɪ̯chɪ nɐ।
2879,ɐmɪ eno ɐchɪ।
2880,e͡ɪ̯ɟe ʃunɐh ɔ͡ɪ̯che।
2881,eɾ kɔt̪ɐ ko͡ɪ̯t̪ɐchɪ।
2882,bɦɐ͡ɪ̯ he t̪o cɪnche।
2883,bɦɐ͡ɪ̯ d̪ɐ͡o̯wɐ͡ɪ̯t̪o।
2884,he d̪ɐ͡o̯wɐ͡ɪ̯t̪o।
2885,ho͡ɪ̯ d̪ɐ͡o̯wɐt̪ ʃɔbʃɔe̯ ɾɪʃd̪ɪn koɾche।
2886,d̪ɐ͡o̯wɐt̪ bɦɐ͡ɪ̯।
2887,d̪ɐ͡o̯wɐt̪ d̪ɐ͡o̯wɐt̪।
2888,ɐʃole͡ɪ̯ t̪hɐkle ʃetɐ ɐmɐɾ chɔbɪ ɐche ɔnek gulɐ͡ɪ̯।
2889,cɪnlɐm nɐ।
2890,e͡ɪ̯ɟe ʃɐkɪl।
2891,e͡ɪ̯ɟe eɾ kɔt̪ɐ ko͡ɪ̯t̪ɐchɪ।
2892,"o͡o̯, e bɐ͡ɪ̯ koɾchɪlo?"
2893,eɾ bɐhɐ d̪ɪjɐ।
2894,ɔh ɐcchɐ।
2895,nɐ eɾe t̪o cɪnɪ।
2896,ellɐ͡ɪ̯gɐ t̪o ko͡ɪ̯chɪ ʃɐkɪlɾe nɐm।
2897,buɟɟcho?
2898,ɐmɾɐ holo kɔt̪o phɔŋgɐm koɾchɪ।
2899,eɾlɐ͡ɪ̯gkɐ kɪt̪ɐ ɔ͡ɪ̯che?
2900,ɛk ɾɐt̪eɾ moʃt̪e ɪjɐ ɔ͡ɪ̯che।
2901,d̪ɪʃt̪ɐ ɔhoncɐn ɔ͡ɪ̯che।
2902,eɾlɐ͡ɪ̯gɐ kɪ ɔ͡ɪ̯che?
2903,"eɾ lɐ͡ɪ̯gɐ ko͡ɪ̯chɪ, eɾ lɐ͡ɪ̯gɐ ko͡ɪ̯chɪ t̪u͡ɪ̯।"
2904,eɾɐ t̪umɐɾ e͡ɪ̯ kɔ͡u̯ɾɐʃtɐ ko͡ɪ̯ɾɐ ehon ʃɐkɪl ɐmɐɾe ko͡ɪ̯t̪ɐchɪlo bɐ͡ɪ̯ ɐmɪ t̪o ɔnek mɛtʃɐʃ।
2905,ʃɐkɪle e͡ɪ̯ phɔt̪t̪o mɛt kɐɾche ɟɐ͡ɪ̯t̪ɐɾche nɐ।
2906,"ɐɾ ɐmɪ ʃɐkɪlɾe ko͡ɪ̯chɪ t̪umɐɾe mɛt ko͡u̯ɾche phɐdɐ͡ɪ̯jɐm t̪umɪ ʃɐt, mɐt pɔɾo।"
2907,ɟe ɟe ɪt̪ɐɾɐnɪ koɾe।
2908,eɾlɐ͡ɪ̯gɐ ɐmɪ <>
2909,"ʃɐlɐmɐlɐ͡ɪ̯ʃ, bɛʃɐʃɐe̯ khetche nɐkɪ?"
2910,ɐɾ tɪtkɐɾ mɐɾu͡ɪ̯n nɐ ɟe।
2911,tɪtkɐɾɐ lɐgbo?
2912,tɪtkɐɾ kɪ kɔm hoɾchocho?
2913,khet̪chu͡ɪ̯n nɐkɪ e͡ɪ̯dɐ ɐmɪ ɟɪgɐ͡ɪ̯lɐm?
2914,khet̪ɾ t̪o <> e͡ɪ̯dɐ kɪ t̪ulud̪ɪn mɛmɐn d̪e͡ɪ̯gɐ kɪche?
2915,"e͡ɪ̯dɐ ɟe͡ɪ̯d̪d̪d̪ɦɐ d̪uhɐn d̪uhɐn, e͡ɪ̯d̪ɪngɐ phɔɾɪʃeɾ hɔɾbɐ͡ɪ̯n।"
2916,"ʃukkulbɐɾ phɔɾɪʃeɾ hoɾɐnnɐ͡ɪ̯n, ʃɔjɐle।"
2917,dɐlɐ͡ɪ̯ d̪ɪbo?
2918,keɾ dɐlɐ͡ɪ̯ d̪ɪbo?
2919,keɾ d̪ɔɾɐ͡ɪ̯ d̪ɪbo?
2920,dɐlɐ͡ɪ̯ ket̪ d̪ee̯?
2921,e͡ɪ̯dɐ bɐ͡ɪ̯ŋgɐ nɪnn ho͡ɪ̯ɾɐ।
2922,nɐ ɐmɾɐ ɐ͡ɪ̯chɪ d̪e͡ɪ̯kkɐ nɪ mɐt̪ɐ gɔɾom ɔ͡ɪ̯jɐ phɔɾche?
2923,ɔ͡ɪ̯t̪o͡ɪ̯t̪o phɐɾe।
2924,"<> phɔjɐ e͡ɪ̯ phoɾɐdɐ bɐ͡ɪ̯ŋgɐlo, nɐ?"
2925,mɐɾɟɐɾ <>
2926,e͡ɪ̯t̪ɐ mɐl e͡ɪ̯t̪ɐ ʃɐnɪ lɐgt̪o nɐ?
2927,kuʃɪnɐ?
2928,e͡ɪ̯ ɟe e͡ɪ̯t̪ɐ?
2929,hedɪ ʃɐɾɐ͡ɪ̯t̪ɐm heɾe?
2930,d̪ɐɾɐjɐ d̪ɪbo kɔnudɐ ɾɐnɐhɐ bɐ͡ɪ̯?
2931,kɔnudɐ d̪ɐɾɐjɐ d̪ɪbo?
2932,e͡ɪ̯ ɟe e͡ɪ̯ ɟe।
2933,"o, kɐlɪ hɐlkɐ bɐ͡ɪ̯ŋgɐ d̪ɐɾɐjɐ d̪ɪbo, nɐ?"
2934,bɐ͡ɪ̯ŋgɐ t̪unno ho͡ɪ̯ɾɐ koɾbo।
2935,e͡ɪ̯lɐ d̪u kɔjd̪ɪn bɔ͡ɪ̯jɐ t̪ɐt̪ɐt̪ɐ͡ɪ̯n eno d̪uhɐno।
2936,<> ʃɔb phɐlɐ͡ɪ̯chu͡ɪ̯n keɾe?
2937,"e͡ɪ̯ kɐlhɐ ɪjɐ hɔɾbo ɟen, thɪkkɐ koɾbo।"
2938,thɪkɐkt koɾbo ɟen।
2939,"e͡ɪ̯ne t̪el, tɐl ɐche nɐkɪ?"
2940,heh।
2941,bɔɽodɐt cɐɾɪ dɐ?
