id,string
1139,"m m e, m m m m e"
1140,"m m m m m m m m m, m?"
1141,m m!
1142,"m e, m m e e, m m e e e e"
1143,m m m m m m m m m
1144,m m m m
1145,m m e
1146,"m m e, m e, e?"
1147,m k k?
1148,", m "
1149,"m m m m, m m m m m m m"
1150,"m m m m m m, m, m m m m m m m m m m m m, m m m m m m m m e e e e"
1151,"m m m m m m m, m m m m m m"
1152,k k?
1153,"m m m m, m m m m-m m, m-m m"
1154,k?
1155,"m m m m m m-m, m-m, m m m m m m"
1156,"m m-m m m m m, m m m m m m"
1157,"m m m m m m m, m?"
1158,m m m m
1159,m m m m m k k?
1160,", m e k?"
1161,"m, m m m m m, m, m m m m m m m m m m m m m m m m m m m m e, m m m"
1162,", m m m m m"
1163,"m, m m, m m m m m m m m m, m m m m m m m m m m m m m m m e, m m, "
1164,"m m m m m, m m m"
1165,"m m m m m m m, m, m m m m m"
1166,"m m m m m m m m, m m m m m m m m m m m, m"
1167,m m m m
1168,"m m, m, m m"
1169,m m m m m m k k?
1170,m m m m m
1171,m m m m k k?
1172,m m m m m
1173,", m m ,"
1174,"m m m m m m m m, m m m m"
1175,m m m m m m m m m m m m
1176,"m m m > m m m m m m, m m m m >"
1177,m m m m m m m
1178,"-, m m m m k k?"
1179,m m > m m m
1180,"m m m, m -m m m m m, m m m m m m m m, m m m m m m m, m m m m e e m"
1181,", - , m , ?"
1182,"m m m m m m m, m m m m m, m"
1183,"m m m m, m m m"
1184,"m m, m m m m m m m m m m m m m m, m-m, m-mn m"
1185,"m m -mne m m m m m, m m m m m"
1186,"m m m m m m m, m m m m m m"
1187,", m m m k k?"
1188,"m m m m m, m?"
1189,", m m m m"
1190,k?
1191,m > m
1192,m m m m m m m m m m m m
1193,m m e
1194,"m m m m > m, m m m m m m m m m m m m m m m m m m m m m m m m m e"
1195,", m "
1196,m m k k?
1197,"m m m m, m m, m?"
1198,", , ?"
1199,"m e, m m m m m e"
1200,m m k k?
1201,h!
1202,m -m m k?
1203,"m m m, m m"
1204,"m m e, > m m m m e"
1205,"m m m m m m m, m m m m m m m m m m m m m m m m m m m m m e e e e"
1206,"m m m m, m m m"
1207,m m m m m m m m m m m m m m m m
1208,"m m e, m m m e e, m m m e e k k?"
1209,"m m, m m m m m m m m, m > m m m m m, m m m m m m m, m m m e e m m"
1210,", m m m m m m, m, m m m, m m m"
1211,m m m m m m
1212,"m m m m m, m, m m m m m m m, m m m m m m m m, m m m m m m m e e e"
1213,m m e
1214,m m m m m m
1215,m
1216,m m m m k k?
1217,m m k ?
1218,"m e, m m e , m"
1219,m
1220,m m m m
1221,m m m m m m
1222,m k k?
1223,m m m m m k k?
1224,m e
1225,m k k?
1226,m m k k?
1227,m m m m m
1228,m m k k?
1229,m m e
1230,m m > m m k k?
1231,m m m > m m k k?
1232,m
1233,m k k?
1234,m
1235,k k?
1236,> 
1237,m m m m m m
1238,> m m k k k?
1239,m k k?
1240,m m -m
1241,", m "
1242,m m m m m m
1243,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e
1244,> m k k ko?
1245,m m m m m m m
1246,"m e, m m e"
1247,m
1248,", "
1249,m k k?
1250,m m m m m m m
1251,m k k?
1252,m m k k?
1253,m m m m m m m m m
1254,"m e, m e"
1255,k k?
1256,m e
1257,k k?
1258,m m > m m m m
1259,m m e
1260,m m m m
1261,m m m m m
1262,m m e
1263,", m m e"
1264,m m m e!
1265,> m m m m m m m m m m m m m m m m m m m m m m m m m m m > m m m 
1266,"m m e, m m m e"
1267,k k?
1268,", m m e"
1269,", m e > m e"
1270,m m m k k?
1271,m m m m k k?
1272,m m m m
1273,m m e
1274,m m m m m m m m m!
1275,m m m m m m
1276,m k k?
1277,m m k k?
1278,"m m m m m, m m m m k?"
1279,m k k?
1280,m m e
1281,> m m k k k?
1282,"m e,m m m e e k k?"
1283,m m m m m
1284,m m m k k?
1285,k k?
1286,m m m m
1287,"m m m m m m, m"
1288,m m m m
1289,"m, m m m m m m m m m m m m m m m m m m m m m m m m m m m e, m m "
1290,"> m , m , m "
1291,m e
1292,m m k k?
1293,m m e
1294,m > m m
1295,m
1296,m m m m m k k?
1297,m
1298,m m e
1299,m e
1300,m m m m m k k?
1301,m m m m
1302,k k?
1303,m
1304,m m > m m
1305,m k k?
1306,m m e
1307,> m m > m m m m
1308,m m m m > m m!
1309,m m m >
1310,m e
1311,> m m m m m > m m m
1312,> m m m m m m m m m
1313,m e
1314,m e
1315,> 
1316,m m e
1317,> m e > ?
1318,m k k?
1319,k k?
1320,> k k?
1321,"> m m m m, m"
1322,m m m m m m
1323,m e
1324,m m m m m
1325,> m m m m m
1326,> m m m m m
1327,k?
1328,m k k?
1329,> m > m > m >
1330,m m > m m m m
1331,m m m m m m
1332,m m m m m m
1333,m > m m m k k?
1334,m m m m m m m
1335,m m m m m m
1336,m m m m m m m
1337,m m m m m
1338,k k?
1339,m e
1340,", m e k?"
1341,"m , m"
1342,m m e
1343,m k k?
1344,"m m m , m"
1345,m e
1346,m k k?
1347,m
1348,k k?
1349,k?
1350,m e
1351,m m e
1352,m k k?
1353,m m m m m m m
1354,"m, m m, m m m m m m m m m m m m m m m m m m m m m m m m m, m m, m"
1355,m m m m
1356,m e
1357,"m e, m e?"
1358,> m >
1359,m m > m k?
1360,"m e, m m m m m m m m m m m m"
1361,"m e, m e > m e"
1362,> - m m m m m
1363,'m m m m m m
1364,k k?
1365,m m m m m k k?
1366,m m m m m m m m m m m m m m m!
1367,m m m m
1368,m m m m m m m m m
1369,m m > m > m m m m m k k?
1370,m m m m m
1371,"m m m m m, m m"
1372,m m e!
1373,m m m m > m m m m m m m m m m m m m m
1374,m m m m m m m k k?
1375,"m m m e, m m m, m m"
1376,m m m m m m m m m m m m m m m m
1377,"m m e e, m e > e e?"
1378,m m m m m m m m m
1379,"m m m m m m m m, m m m m m"
1380,", m e k?"
1381,k k?
1382,m e
1383,m e
1384,> m m e
1385,m m e
1386,m
1387,"m e, m m e e"
1388,m m -m
1389,> m m m m
1390,m k k?
1391,", m m m m"
1392,> m k k?
1393,m m!
1394,"m , m > m!"
1395,m m m m m m m
1396,"m m m > m m, m m, m m m m m m m m m"
1397,m m m m
1398,> m 
1399,> m 
1400,m m m m m m
1401,> m m m m m
1402,m m m m
1403,> m m m m
1404,m m e
1405,", m , > m m m m m m"
1406,m e
1407,"m e, m m m m m m m m m"
1408,m m m m m m
1409,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e
1410,m m e
1411,"m m m m, m m m m"
1412,"m > m m, m m"
1413,m m m m m m
1414,m m k k?
1415,m m e
1416,m m e
1417,m m e
1418,k?
1419,", m > m m m m"
1420,"m m m m m m m m m m m m m, m"
1421,m m m m m m
1422,> m m m m
1423,m e
1424,> k?
1425,m m k k?
1426,"m m m m m, m m m m m"
1427,k k?
1428,m k k?
1429,m m m m
1430,"m m m m m m m, m m m m m m m m, m m m m"
1431,m m -m m m m
1432,"m m m m m, m m m m m m"
1433,"m m m m m m m m, m m m m m"
1434,m k k?
1435,k?
1436,"m e, m e"
1437,"m e, m e"
1438,"m m m -m m, m, m m m"
1439,m m m m m
1440,m m > m -m m k?
1441,"m m m,m m m m-m m m"
1442,m m m m
1443,m m m m m
1444,"m > m m m, m m m"
1445,"m m e, m m m m e"
1446,m m m m m m m m m
1447,m m m m m
1448,m m m m m m m
1449,"m e, m > m -m m m m m m m m m m m m m"
1450,m e
1451,m m k k?
1452,m m e
1453,m m m e!
1454,m k k?
1455,"m m m, m m"
1456,m m k k?
1457,m m m m m m
1458,k?
1459,m m k k?
1460,m > m
1461,m m e
1462,m m k k?
1463,m m k k?
1464,m m m m
1465,m > m > ?
1466,m m m m m
1467,m m m m m m
1468,m m k k?
1469,m m m m m m m
1470,m m k k?
1471,m e
1472,m m k k?
1473,"m m, m, m"
1474,", , "
1475,m e
1476,k k?
1477,", "
1478,m m k k?
1479,", m m e"
1480,", m ?"
1481,k k?
1482,", m m e"
1483,m k k?
1484,m e
1485,k k?
1486,m m m m m k k?
1487,m m m m m m
1488,m m k k?
1489,m m e
1490,m k k?
1491,", m "
1492,k k?
1493,m k k?
1494,"m e, m e e?"
1495,m m e
1496,m m m k k?
1497,m m > m m m m m m m m m
1498,m m m m m
1499,k k?
1500,"> m m m m m, m m"
1501,m m e
1502,k k?
1503,m m m m m-m m m
1504,k?
1505,m m m m m m
1506,"m m m m m m m m m, m m m m m m m m m m m m m m m m m m m e e e e"
1507,m k k?
1508,m k k?
1509,m k k?
1510,m
1511,m e
1512,> m m k k k?
1513,k k?
1514,m m e
1515,m k k?
1516,m m e
1517,m k k?
1518,m m m m k k?
1519,m e
1520,m m m m m m m m m m m m m m m m
1521,m > m m m m m m m
1522,"m e, m e"
1523,", m , m m"
1524,m m m k k?
1525,m m m m
1526,m e
1527,m m m m k k?
1528,m m m m m m k k?
1529,m e
1530,m m k k?
1531,"> m m m, m m"
1532,"> m , m ,"
1533,m e
1534,m m > m?
1535,m m > m?
1536,k k?
1537,> m > m m m > m m m m
1538,m m m m m
1539,m m m m
1540,"m m m m, m m"
1541,"m e, m e e, m > e"
1542,"m m m m m m m m m m m m, m m m m m m m m m, m m"
1543,", m m m m"
1544,m m m m m m m
1545,"m m m m m m m, m"
1546,m m m m m m
1547,"m m m m m m, m m m"
1548,"m m m m m m, m m m m m m m m m m m"
1549,m > m m
1550,"m e, m m e e k?"
1551,"m e, m m e e"
1552,m m m m
1553,m m m m
1554,m
1555,"m m m m, m m m m"
1556,m m m m m m m m m
1557,"m m m m m m, m m m?"
1558,m m e
1559,"m m, m?"
1560,m e
1561,m m e
1562,m e
1563,"m m m, m m"
1564,"m m e e, m e e k?"
1565,"m m m m, m m m"
1566,"m m m m, m m m"
1567,m m m m
1568,m m m m m m
1569,m m m m m
1570,m k k?
1571,m m k k?
1572,m e
1573,m m m e!
1574,"m m m e, m m m m m, m m m m"
1575,m m m m m m
1576,", m , m m m m"
1577,m m!
1578,"m m > m, m m m"
1579,m m m m m
1580,m m m m m m m
1581,> m k k?
1582,m m m m
1583,"m m m m, m m m m, m m m m m"
1584,m m m m m
1585,> k k?
1586,m m e >
1587,m m m m m m m
1588,m m m m m
1589,m e
1590,m m m m m m
1591,m m m m
1592,m m e
1593,m m m m m m m m m
1594,m m m m m m m m m
1595,m m m m m m m > m m
1596,m e
1597,> m k k?
1598,m
1599,m m k k?
1600,"m m m m m m m m m, m m m m"
1601,m e
1602,m m m m m m m
1603,m m m m
1604,"m m m m m m m m m m m m m, m m"
1605,m e
1606,k?
1607,m m m m m
1608,"m e, m m e e"
1609,m m m m
1610,m m k k?
1611,m m m m
1612,"m , m m, m, m"
1613,m m m k k?
1614,m k k?
1615,m m m m m m
1616,"m m m, m m"
1617,m m m k k?
1618,m m k k?
1619,m m m m m
1620,k k?
1621,m m m m m m m m m m m m
1622,m m m m m m m m m
1623,m m e
1624,"m m, m m, m m, m m"
1625,"> m m m m m, m m m m m m m m m m m,m"
1626,> m m m m
1627,m m m m m m m k k?
1628,"m m m m m m m m, m m m m m m m"
1629,m m e
1630,m e
1631,m m m m m m m
1632,> m m m m m m m
1633,m e
1634,m m e
1635,m e
1636,m m k k?
1637,m
1638,m m m m m m
1639,m m m m
1640,m m e
1641,", , , "
1642,m e
1643,m e
1644,m
1645,"m > m m m, m m?"
1646,m m m m
1647,"m , m"
1648,> k k?
1649,k k?
1650,k?
1651,m m m k k?
1652,m e
1653,m m m m m m m m m
1654,m m e
1655,> m 
1656,"m e, m m m m m m m m k k?"
1657,m m m m
1658,m m k k?
1659,k k?
1660,m m m m k k?
1661,> 
1662,m m e
1663,"m m m m m m, m?"
1664,m m e
1665,m
1666,m
1667,k k?
1668,m e
1669,m m e
1670,m m e
1671,m m e
1672,m e
1673,m m m m m
1674,m k k?
1675,m m m m
1676,m m m m m m
1677,m m m m
1678,k?
1679,k k?
1680,"m m m, m"
1681,m m m m
1682,k?
1683,m e
1684,m m m > m m k k?
1685,k k?
1686,", m "
1687,m m m m m
1688,m m m m m m m m m
1689,m m e
1690,m m e
1691,> m m m m m m m m m
1692,m k k?
1693,m m m m k k?
1694,m m m m m m m m m m m m m m m m m m m m m m m
1695,m
1696,m m k k?
1697,m m m m m m > m > m m
1698,m e
1699,"m e, m m > m"
1700,"m m m m m, m m m, m?"
1701,m k k?
1702,m e
1703,m k k?
1704,m e
1705,> k k?
1706,> k?
1707,m m m m
1708,m m m m m m m
1709,m m m m
1710,m m m m m k k?
1711,m e
1712,k?
1713,m m > m
1714,m m m m
1715,m e
1716,m > m m m
1717,m m m m m
1718,m k k?
1719,", m m e"
1720,m m m m m m m
1721,> m m m > m m m m m m m m m m m m m m m m m m m m m m m m> m m e
1722,m m m m m m m k k?
1723,> 
1724,k?
1725,m
1726,m m m m m
1727,> m >
1728,m m e
1729,m m m m m
1730,m m m k k?
1731,m > m >
1732,m m e
1733,"m m m, m"
1734,"m m, m m m m m m, m m m,m m m"
1735,m m m > m m
1736,"m m m, m m"
1737,m m e
1738,m
1739,m k k?
1740,m k k?
1741,m e
1742,"m m m m m, m m m"
1743,m
1744,> 
1745,"> m m m, m m m"
1746,m m > m?
1747,m m m m m m m m m m m m
1748,"m e, m e"
1749,m m m k k?
1750,k?
1751,k k?
1752,m k k?
1753,m m m m m
1754,> m m m m
1755,m m m m m m
1756,m m m m >
1757,m m e
1758,"m m m m m, m m, m m m"
1759,m m m m m m
1760,"m m m m, m m?"
1761,m m > m m > m m m m m m > m m m m k k kot kot kot kot kot kot kot
1762,m m m m
1763,m k k?
1764,m m > m m m m
1765,"m m m m m m, m m m"
1766,m e
1767,m
1768,m
1769,k k?
1770,m
1771,m m m m k k?
1772,m e
1773,m m m m m m m m m
1774,> 
1775,m m e
1776,"m m m m m m m m, m m m m m"
1777,m m m m
1778,m m m m
1779,m k k?
1780,m m m m m m m m m
1781,m m e
1782,m
1783,h!
1784,m m m m m!
1785,> m 
1786,m m e
1787,m m m m m m m
1788,m m m m m
1789,m m > m m > m m m m m > m m m m m m m
1790,"m m m m m m m, m m m m m m"
1791,m m m m m
1792,m m m m m
1793,"m m m m, m m m m m m m k k?"
1794,m m m m
1795,m m m m m m m m m m m m m m m m
1796,m m e
1797,m m m m m
1798,m m m m m m k k?
1799,m m m m m m m m m m m m m k k?
1800,m m m m m m m
1801,m m e
1802,-
1803,m m m m m m m
1804,m m m m m m m m m
1805,m m > m m m
1806,"> m , > m "
1807,m e
1808,m m m m m m m m m
1809,"m e, m m m e e"
1810,"m m e, m m e k?"
1811,k k?
1812,k k?
1813,m e
1814,m m e
1815,m m m m
1816,m m m m m m
1817,m e
1818,m
1819,m m m m m m m k k?
1820,"m e, m e, m e"
1821,"m m e, m m m m m e"
1822,"m m e, m m m e"
1823,m m m m m m m m m m m m
1824,m e
1825,> 
1826,"m e, > m e"
1827,"> m m m m m m, m m, m m m m m m"
1828,m e
1829,m m > m m
1830,m e
1831,m m k k?
1832,", m m e"
1833,"m e, m > m m m e"
1834,> m m k k k?
1835,m m m m
1836,m m m m k k?
1837,m m m m m m m
1838,m m m m m m m m m m m m
1839,m m m m m m
1840,"m e, m m e"
1841,k k?
1842,m m m m
1843,"m e, m m m e e!"
1844,"m m e e, m e e?"
1845,m e
1846,m m m m m
1847,m m m m
1848,m e
1849,m m e
1850,m m m k k?
1851,"m m m e, m m m m m, m m m m"
1852,m m m m m
1853,k k?
1854,m k k?
1855,m
1856,m m m k k?
1857,m m m m m
1858,m m m k k?
1859,m m k k?
1860,m m m m m
1861,m m m m
1862,k k?
1863,m m m m
1864,m m e
1865,m m e
1866,k k?
1867,m m k k?
1868,m k k?
1869,m m e
1870,m e
1871,m m e
1872,k k?
1873,m m m m
1874,m m > m m m
1875,m m m >m m m m m m m
1876,", m m m m, m m m m, m m m m"
1877,m k k?
1878,m m m m m m m
1879,m m m m
1880,m m k k?
1881,m m k k?
1882,"m m m m, m m m m, m m m m m , m > m m!"
1883,"m m e, m m, m, m, m m m m m k k?"
1884,m m m k k?
1885,m m m m m m m m m
1886,"m m e, m m e"
1887,"m m m m m m m m m m m m m m m m m m m m m m m, m m m m m m m m "
1888,"m m m m m m m m m m m m m, m m"
1889,"m m m m, m m m m m m m, m m"
1890,m k k?
1891,m m m m m
1892,m m m m k k?
1893,m e
1894,m m m m m m m m m k k?
1895,m e
1896,k k?
1897,m m m k k?
1898,"m m m e, m m m e, m"
1899,m m m m m
1900,k k?
1901,", m "
1902,> k k?
1903,m
1904,m m e
1905,m m m m m m
1906,m e
1907,m m e
1908,"m m m m, m"
1909,> m m m m m m m m m
1910,m k k?
1911,> 
1912,m m m m
1913,m k k?
1914,> m m e
1915,m m m m m k k?
1916,m > m m m m m m m m
1917,"m m m m m m m, m m m m m m m m m m m m"
1918,> m 
1919,"m , m"
1920,m m m m > ?
1921,m e
1922,m m m m
1923,m m m m
1924,m m e
1925,m m e
1926,m m m m m
1927,m m m m m m m
1928,m m m m m m m m m k k?
1929,> m m m m
1930,m m m m
1931,> > m m e
1932,"> m m m, m m m m m m m m m k k?"
1933,m k k?
1934,"m m m, m m"
1935,> m m k k k?
1936,> m m m m m m m
1937,m m m m
1938,m m k k?
1939,"m , m"
1940,m k k?
1941,m m m m m m k k?
1942,m m m m m k k?
1943,", m m e"
1944,m m m m m m m m m
1945,m m m m k k?
1946,k k?
1947,k k?
1948,m m m m m m m
1949,m m m m
1950,", m m m m"
1951,m m e
1952,"m m e, m m m e"
1953,m m m m m m m
1954,m m m m
1955,m m k k?
1956,m m m m m
1957,m m k k?
1958,m m m m
1959,m k k?
1960,m m m k k?
1961,", m ?"
1962,m k k?
1963,k k?
1964,m m e
1965,m k k?
1966,m m e
1967,m e
1968,m m m m
1969,m m m m m
1970,m m e
1971,m e
1972,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e
1973,m m m m m m m
1974,m m m m m
1975,> m m m m m m m m m m m m m m m m m
1976,m m m m
1977,m m m m m m m
1978,"m m m m m m m, m m m m k?"
1979,m m e
1980,m m k k?
1981,", m m m m m m m m m m"
1982,m m m m m m
1983,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e
1984,m m m m m m
1985,k k?
1986,m k k?
1987,m m k k?
1988,m m e
1989,m m m m m
1990,m m e
1991,m m m m m m m m m m m m
1992,m m m k k?
1993,m m m m m
1994,m m m m m
1995,m k k?
1996,m m m k k?
1997,m m m m
1998,m
1999,m m m m m > m m
2000,m m e
2001,m m m m m m
2002,m k k?
2003,m m e
2004,"m m e, m m e?"
2005,k k?
2006,m k k?
2007,m m k k?
2008,", m m m m m"
2009,m k k?
2010,m m m m k k?
2011,m m m m
2012,m m e
2013,m m k k?
2014,m m m k k?
2015,"m m e, m m e?"
2016,m e
2017,", m m e"
2018,"m m m, m"
2019,m m m m m m m m m
2020,m m m m m m
2021,m m m m
2022,k k?
2023,"m e, m m m m m m m m m"
2024,m m m m
2025,m e
2026,m m e
2027,m k k?
2028,m > m m m k k?
2029,m m m m
2030,m m e
2031,"m m m e e, > m e e k k?"
2032,", , m m k k?"
2033,m m e
2034,m m m m m m k k?
2035,m m m m m m m m m k k?
2036,m m m m
2037,m m m m m
2038,m m m m m m m m m m m m
2039,m e
2040,m m e
2041,", m "
2042,"m e, m m m m m m m m m m m m"
2043,m m m m m m m
2044,m
2045,m k k?
2046,m m > m m m k k?
2047,m k k?
2048,"m m m m, m m m"
2049,m m m k k?
2050,k?
2051,m m e
2052,m m m m m m m m m m m m
2053,m m m m m m
2054,"m m e, m m m m e"
2055,m m m m m m m m m m m m m m m m m m m m m m m
2056,m m e
2057,m m m m m m m m m
2058,m k k?
2059,k?
2060,m k k?
2061,m m m m
2062,m m e
2063,m m m m m
2064,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e
2065,m e
2066,", m m m m"
2067,m m m m
2068,"m m e, m m e"
2069,m m m m m m m
2070,m k k?
2071,"m m m m m, m m m"
2072,"m m m m m m m, m m m m, m m m m m"
2073,m m m > m m!
2074,m m e
2075,m m e
2076,"m m m m m, m m"
2077,"m , m"
2078,m m m m m m
2079,m m m k k?
2080,m m m m m m m m m m m m m k k?
2081,m
2082,k k?
2083,m m e
2084,", , , "
2085,", "
2086,", "
2087,m k k?
2088,m m m k k?
2089,m m k k?
2090,m m m m m
2091,m m > m?
2092,m
2093,m m e
2094,> m k k?
2095,m m m m m
2096,> m m k k k?
2097,"m e, m m m e e k k?"
2098,"m m e, m m e, m m m m m m m m m m m m m m m m m m m m m m e e e e"
2099,m e
2100,m m m m
2101,m k k?
2102,", > m "
2103,m > m m m m m
2104,"m > m m m, m m"
2105,"m m m, m m"
2106,m m m m m
2107,k?
2108,m m > m m
2109,m m m m m
2110,"m m e, m m e e, m"
2111,"m m m m m m m m m m m m m m, m m m m"
2112,"m m m m, m m m m m m, m?"
2113,", m m e"
2114,m m m k k?
2115,"m m m m, m m m m m m m m m, m m m m m m"
2116,m m m m m
2117,"m e, m m m m m m m m m"
2118,", m m , m m m m m, m m m m"
2119,", ?"
2120,"m , m m m m, m m, m m m m m"
2121,"m m m m m m m m m m, m, m"
2122,m m e
2123,m m m m
2124,m m m m m
2125,", m "
2126,m m m m
2127,m e
2128,m m m m
2129,m m m m
2130,"m m m m m, m m"
2131,"m m e, m m m m e k k?"
2132,m m m m m m m
2133,"m m m m m m, m m"
2134,m m e
2135,m m m m m
2136,"m e, m e"
2137,m m m k k?
2138,m m e
2139,", m , m , m m m m m"
2140,"m > m m m, m m m m m, m m m m m"
2141,"m m m, m m"
2142,"m m m, m m"
2143,m m m m
2144,"m m e, m m m m e"
2145,"m m m m m, m m m , m m m m , m m m m m, m m"
2146,"m m m m m m, m m"
2147,"m ,m m"
2148,"m m m, m m m m, m m m m m m m m, m m m m m m, m m m m m m, m m m "
2149,"m m e e, m e e e k?"
2150,"m m m m, m m m m"
2151,"m m m m m m, m m m m m m m m m m, m m m m m m m m m m m m m m m "
2152,"m m m m m m m m m, m"
2153,m m m m > m m m m m m m m m m m m m m m m m m m m m m m  e e e e
2154,m
2155,m m m m m
2156,m m > m m m m
2157,m m m m m m m m m k k?
2158,m m m m
2159,m m e
2160,m m e
2161,m m m m m
2162,m m m > m m m m m m m m m m
2163,"m m e, m m m m e"
2164,m m k k?
2165,m m e
2166,"m m, m?"
2167,m m e
2168,m m e
2169,", > , m m "
2170,m k k?
2171,m m e
2172,k k?
2173,"m m e, m e?"
2174,", , m , m m > m"
2175,m m e
2176,m
2177,m m m m
2178,k k?
2179,m m e
2180,m m m m
2181,m m m m m m m m m
2182,m m m m m m m m m m m m
2183,m m e
2184,m m m m m
2185,m m m m m
2186,m m e
2187,m m m m
2188,m k k?
2189,m m e
2190,"m m m m m m m, m m m m m m m m m m m m m m m m m m m m m e e e e"
2191,m m m m k k?
2192,", m m m m"
2193,m m m m m m m
2194,m m m m
2195,"m m e, m e?"
2196,m m m m m m
2197,m m m m
2198,m m m m m
2199,m k k?
2200,m m m m m
2201,"m m m m m, m"
2202,k k?
2203,"m e, m e > m k k?"
2204,m
2205,m k k?
2206,m m m m m
2207,m > m m m m m m m
2208,m k k?
2209,m m m m
2210,m m m m m > m m m m m
2211,m m m m m
2212,> m m m m
2213,"m e, m m e e k?"
2214,"m e, m m e e"
2215,m m m k k?
2216,> m? m m m m m
2217,"m m e, m, m m"
2218,"m e, m e?"
2219,m m m m m m m m m
2220,m m m m m
2221,m m m k k?
2222,m m e
2223,k k?
2224,"m m m m m, m m m m m m m m me"
2225,"m m m m, m m m m m m m m m m m m m m m m m m m m m m m m e e e e"
2226,"m m m m m m m, m m m m m m"
2227,", m m m m"
2228,"m m m m m m, m m m"
2229,m k k?
2230,m m m m m m
2231,m m m m m m m m m m m m
2232,"m m m m m m m m , m m m m m m m m m m m, m m"
2233,m > m m m m m m m m m m m
2234,k k?
2235,m m e
2236,"m m m m m m, m?"
2237,"m m m m, m m m m m m m m m m, m m m m m m m m m m m"
2238,m m m m m
2239,m e
2240,", m m m m m"
2241,m m m m m
2242,"m m e, m m m m m m m m m m m k k?"
2243,m k k?
2244,m m m m
2245,m m m m
2246,m m m m
2247,m m m m m
2248,k k?
2249,m k k?
2250,"m m m m m, m m m, m m"
2251,"m m m, m?"
2252,m m m m
2253,> m m m m m
2254,"m m m m, m m"
2255,m m e
2256,"m m m m m, m m m m k k?"
2257,m m m m m
2258,m m m m m k k?
2259,m m m m m-m m m
2260,"m e, m e"
2261,"m > m, m m m > m m m > m m m"
2262,m m > m m m m m m m m m m m m m
2263,m m m k k?
2264,m e
2265,"m m e, m m m e"
2266,m m e
2267,"m, m, m, m, m, m > m m m m m m m m m m m"
2268,k?
2269,k k?
2270,m m e
2271,m e
2272,"m m m, m m m, m m m m, m m m m m m m m!"
2273,m m m m m m m
2274,m m m m m
2275,m m k k?
2276,m m m m m m m
2277,"m m m m m m m m m m m, m m!"
2278,"m m m m m m m m m, m m m m m m m, m m m m m m m m m m m m m m m "
2279,m m m m k k?
2280,"m e, m m m m m m m m, > m m m, m m m m m m m m"
2281,m m m m k ?m m m m m m m k k k?
2282,m m m m m m m
2283,m m k k?
2284,m m m m m m m
2285,m m m m m
2286,m m m m m k k?
2287,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e 
2288,m m m m m m m
2289,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e
2290,"m m m m m, m m m m m m m, m m m m m m m m m m m m m!"
2291,"m m e e, m e e k?"
2292,m k k?
2293,"m e, m e"
2294,"m m m, m m"
2295,"m e, m e, m m e e k k?"
2296,"m e, m m m m m e"
2297,"m m m m m m, > m"
2298,"m m m m, m m m"
2299,m m e
2300,m m m k k?
2301,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e k e k
2302,m m m m m m
2303,"m m m, m?"
2304,"m e, m m e e, m e?"
2305,"m m e, m e?"
2306,m m m m
2307,m e
2308,m e
2309,h!
2310,m m m m
2311,m m m m m
2312,m m m m m k k?
2313,> k k?
2314,m m e
2315,m m m m m
2316,m k k?
2317,k k?
2318,"m e, m e"
2319,m m k k?
2320,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e
2321,k k?
2322,k k?
2323,m m e
2324,m m e
2325,m m m m m m m
2326,m m e
2327,m > m m m m m m m m m m m m m m m m m m m m m m m m m m e > m m 
2328,m m e
2329,"m e, m m e e e e e, e?"
2330,m m m m m m m m m
2331,m k k?
2332,m m m m
2333,m m m m m m m m m
2334,m e
2335,k k?
2336,m m m m
2337,m m m m m k k?
2338,m m e
2339,m m m m m m
2340,"m m e, m m e?"
2341,m m m m
2342,m m m m m m
2343,"m e, m e e?"
2344,m m m m m
2345,m m m m
2346,"m e, m e > m m m e"
2347,"m m m m, m m m m"
2348,", m m m m"
2349,"m e, m m m e e"
2350,m m e
2351,m m m m m
2352,m m m k k?
2353,m m m m m m m
2354,"m e, m e"
2355,m m m m
2356,"m e, m m e e"
2357,m m k k?
2358,", m m m m, m m m m m"
2359,m m m m
2360,m e
2361,m m m m m m m
2362,", m m m, m m m?"
2363,m m k k?
2364,k k?
2365,m m e
2366,"m e, m m m m m m m m m m m m"
2367,", "
2368,m m m m k k?
2369,m k ?
2370,m m > m
2371,m m m m m m
2372,m k k?
2373,k k?
2374,m e
2375,h!
2376,m m m m k k?
2377,m m e
2378,m m m m m k k?
2379,m m k k?
2380,m m k k?
2381,m k k?
2382,m m m m m
2383,"m e, m, > m m m k k k?"
2384,m m m m
2385,m m!
2386,m m e
2387,m m m m k k?
2388,m k k?
2389,m m m m m
2390,m m e
2391,m m m m m m
2392,m m k k?
2393,m m m m > ?
2394,m e
2395,m m k k?
2396,m
2397,m m e
2398,m m m m m m m m m m m m m m m m m m m m m m m m m m m m m e e e
2399,", "
2400,m m!
2401,m m!
2402,m m e!
