id,string
984,"o͡ɪ̯ ɟe phontɐ, t̪ɐɾpɔɾe ektu cɐp d̪ɪchɪlɐm।"
985,phon t̪o d̪ɪjɐ d̪ɪche nɐ?
986,"phon d̪ɪjɐ d̪ɪce, mɐne cɐp d̪ɪjɐ।"
987,"o͡ɪ̯ɟe hɐnɪp bɦɐ͡ɪ̯gnɐ, oɾe t̪o mɐɾɪ phelbɐɾ d̪ɦoɾchɪlo।"
988,udek pɔɾe phon nɪje hɐnɪph bɦɐ͡ɪ̯k ne d̪ɪje d̪ɪche?
989,d̪ɛkhek e͡ɪ̯te͡ɪ̯।
990,ʃunɪ d̪ehɪʃ ɟe hɐnɪph ɐʃole kɔkhono ʃunɪ d̪ehɪʃ।
991,nɐ thɪk ɐche।
992,hɐnɪph t̪o cheledɐ bɦɔd̪ɾo।
993,kɔt̪ɐ buɟɪʃ nɐ͡ɪ̯?
994,hɐnɪph cɛŋɾɐ bɦɐlo ɐche।
995,cɛŋɾɐ bɦɐlo।
996,ɐʃole mɐmɐ chɐɽɐ kɔt̪hɐ bole nɐ।
997,ow ʃɔho͡ɪ̯ koɾt̪e pɐɾe nɐ͡ɪ̯।
998,oɾ kɔt̪ɐ ʃunɪ oɾ mɐt̪ɐ gɔɾom hɔjɐ ge͡ɪ̯che।
999,hɐnɪph cɛŋɾɐ bɦɐlo ɐchɪlo।
1000,hɐnɪph chɪlo।
1001,t̪ɐɾpɔɾe o͡ɪ̯ ɟe dɪm pɐɽɐɾ o͡ɪ̯ ɟe t̪oɾ bɦɛndɐ pɐɽɐɾ e͡ɪ̯ pɐʃe ɐmɐd̪eɾ ɟe hɐɾun bɦɐ͡ɪ̯gnɐ ɛktɐ chɪlo?
1002,cɪnɪʃ?
1003,"lɔmbɐ ko͡ɪ̯ɾɐ, ucɐ lɔmbɐ ko͡ɪ̯ɾɐ।"
1004,hɐɾunok ɐmɪ cɪnɪ nɐ।
1005,hɐɾunke cɪnɪʃ।
1006,d̪ekhle hɔjt̪o cɪnt̪e pɐɾbo।
1007,mokleʃeɾ bɐɽɪɾ pɪche bɐɽɪ।
1008,"hɐɾun, t̪ɐɾpɔɾe ʃɐmɪmeɾɐ chɪlo।"
1009,"ʃɐmɪm bɦɐ͡ɪ̯gnɐɾɐ, eɾɐ t̪o mone kɔɾ ɟe ɔtometɪk oɾ opɔɾ poɾɪpt̪o।"
1010,t̪ɔkhon t̪o ʃɐmɪm motɐmutɪ o͡ɪ̯khɐne motɐmutɪ ejɐ͡ɪ̯ chɪlo।
1011,ɛkhon kɔt̪ɐ buɟɪʃ nɐ͡ɪ̯?
1012,od̪eɾ mɐmɐ ɐmɪ।
1013,mone kɔɾ ɟe ɐmɐk ɛktɐ ɐld̪ɐ ɛktɐ ɾɪspɛt koɾt̪o।
1014,"ehon t̪ɐɾpɔɾo ɟod̪ɪ e͡ɪ̯ ʃɔmost̪o gɦɔtonɐ gɦɔde, oɾ t̪o bɪcɐɾ tɪcɐɾ ho͡ɪ̯le mone kɔɾ ɟe ɐmɐk dɐkpe ɟe mɐmɐ kɪ kɔɾɐ ɟɐe̯?"
1015,e͡ɪ̯ hocche <> ɛkhon ʃe͡ɪ̯ d̪ɪk t̪heke ɐmɪ ɐɾ mɐne oɾ ʃɐt̪he ɔt̪o bond̪ɦut̪t̪o nɐ͡ɪ̯।
1016,ɐmɪ cɪnt̪ɐ ko͡ɪ̯ɾlem ɟe ɐmɪ ɟɐd̪eɾe poɾɪbɔe̯ koɾe d̪ɪlem
1017,ɔɾɐ͡ɪ̯ ɐmɐɾ t̪hɐkɪ ɐpon hɔjɐ gel।
1018,ɔe̯ kono ʃɔmoʃʃɐ nɐ͡ɪ̯।
1019,ɐmɪ ɐmɐɾ ɟɐjgɐɾ mɐnuʃ।
1020,ɐmɪ ɟɐjgɐe̯ t̪hɐkbo।
1021,ɐmɐɾ ze͡ɪ̯lle <> t̪ɐd̪eɾɐ͡ɪ̯ pɐɾle ʃɔmɔe̯ d̪ebo।
1022,"ɟud̪ɪ t̪ɐɾɐ phɪɾɪ t̪hɐke bɐ mone koɾe ɟe nɐ bond̪ɦu etɐ ɐmɐɾ ɐgeɾ phɾend, gud।"
1023,"ɐɾ ɟod̪ɪ nɐ mone koɾe, d̪ɔɾkɐɾ nɐ͡ɪ̯।"
1024,ɐmɐɾ sɐ͡ɪ̯de ɐmɪ colɪ ɐʃbo।
1025,e͡ɪ̯ hocche poɾɪst̪hɪt̪ɪ।
1026,ehon bɪjeʃɐd̪ɪ ko͡ɪ̯ɾbeɾ no͡ɪ̯ʃ elɐe̯ nɐ d̪eɾɪ ɐche?
1027,bɪjeʃɐd̪ɪ bond̪ɦu koɾle t̪o ɔboʃʃo͡ɪ̯ ɟɐnbɪ।
1028,ʃedɐ t̪o ɟɐnmo ʃedɐ buɟonu।
1029,ehon kɪ elɐe̯ koɾbu nɐ d̪eɾɪ ɐche ɐɾɔ͡o̯?
1030,ɛkhon d̪eɾɪ bolt̪e e͡ɪ̯ sɐle͡ɪ̯ koɾɪ phelɐɾ ɪcchɐ ɐche।
1031,"e͡ɪ̯ sɐleɾ hɔe̯ mɐɟɐmɐɟɪ, nɐ ho͡ɪ̯le ʃeʃeɾ d̪ɪke koɾbo।"
1032,t̪ɐɾpɔɾo ɟehet̪u ɟod̪ɪ mɪstek ɟɐe̯ ʃɔɾbocco ceʃtɐ koɾbo ɐɾ kɪ।
1033,"nɐ, ʃunlem hɐmɐɾ ʃumɔn bole bɪje koɾɪl?"
1034,hɐmɐɾ hɪnd̪u ʃumɔn।
1035,bɪje koɾɪl bɦɐ͡ɪ̯ ɟɐnɐe̯ d̪ɪbe।
1036,ɛkhon okhɐne nɐ bɪje bole o͡ɪ̯ ejɐ emnɪ ejɐ koɾɪ ge͡ɪ̯che?
1037,ho ʃɔbɐ͡ɪ̯ elɐ emnɪ͡ɪ̯ koɾe।
1038,ɟɛmon ɐlomeɾ bɪjɐ।
1039,mone kɔɾ ɐlɔm ɟɐnɐe̯ nɐ͡ɪ̯।
1040,"nɐ, ɐlmeɾ tɐt̪ t̪o ɐmɾɐ gechɪlɐm।"
1041,t̪u͡ɪ̯ ɟɐ͡ɪ̯ʃone͡ɪ̯?
1042,nɐ mok ɟɐnɐe̯ nɐ͡ɪ̯।
1043,ɐmɪ ɟɐbo ko͡ɪ̯
1044,"t̪u͡ɪ̯ ɟod̪ɪ ɐmɐk nɐ ɟɐnɪʃ, ɐmɪ ɟɐnbo?"
1045,t̪u͡ɪ̯ bɐɽɪt̪e chɪlɪʃ o͡ɪ̯ ʃɔmɐe̯?
1046,bɐɽɪt̪e chɪlɐm।
1047,"t̪ɐ ɐmɐk ɟɐnɐe̯ nɐ͡ɪ̯, pɔɾe bɔlɔl ɟe, bond̪u, eksɪdent।"
1048,"oke, phɐ͡ɪ̯n।"
1049,"ɐɾe ujɐɾote ɟɐ͡o̯wɐ mɐne, ɛktɐ pɔɾe ɟe bɪjd̪ɐ ho͡ɪ̯lo, ote ɐɾ dɐkɐe̯ nɐ͡ɪ̯।"
1050,"bɦɐlo ho͡ɪ̯ce, ko͡ɪ̯ɾbɐɾ pɐe̯ nɐ͡ɪ̯।"
1051,"oke phɐ͡ɪ̯n, ɐmɐd̪eɾ bɪjd̪ɐ ho͡ɪ̯le ɐlmok kɔbu bole, bond̪u, eksɪdent।"
1052,"hɔjɐ ge͡ɪ̯ce bond̪u, elɐ kɪ kɔɾɐ ɟɐ͡ɪ̯be?"
1053,"ɟud̪ɪ bole, bond̪u, bɪjd̪ɐ koɾcɪʃ, dɐkɪʃ nɐ͡ɪ̯?"
1054,"bond̪u, eksɪdent।"
1055,kɔt̪ɐ boɟo nɐ͡ɪ̯?
1056,"lɪtɔneɾ bɪjd̪ɐ, lɪton phon d̪ɪchɪlo ɐmɐk।"
1057,"ɐmɪ ɐʃt̪e pɐɾɪ nɐ͡ɪ̯, ʃetɐ ɐmɐɾ bɛɾt̪hot̪ɐ।"
1058,"ʃe dɐkchɪlo, ʃe d̪ɐ͡o̯jɐt̪ khɐ͡o̯wɐbe।"
1059,kɔt̪ɐtɐ boɟo।
1060,"t̪ɐɾpɔɾ ɐlɐmɪneɾ bɪjd̪ɐ, ɐlɐmɪn ʃɔjŋ dɐk d̪ɪjɐ geche eboŋ ɐmɐɾ bɐp-mɐko kɐɾd d̪ɪce, ɐmɐko kɐɾd d̪ɪce।"
1061,kon ɐlɐmɪn?
1062,<> chele।
1063,hɐmɐɾ ɐlɐmɪn?
1064,"hɛ, ɟɛmon ʃe <> ɐlɐmɪneɾ bɪjd̪ɐ t̪o khɐcɪʃ t̪u͡ɪ̯?"
1065,"hum, ɐccɪlɐm।"
1066,"ɐmɪ ɐld̪ɐbɦɐbe gɪphɔt d̪ɪt̪e cɐ͡ɪ̯chɪlɐm, buɟco?"
1067,t̪u͡ɪ̯ t̪o ɐmɐd̪eɾ ʃɐt̪e gelo mone hɔe̯?
1068,"t̪omɐd̪eɾ ʃɐt̪e ge͡ɪ̯chɪ, t̪omɐd̪eɾ ʃɐt̪e ɛkt̪ɔɾfɐ d̪ɪcɪ gɪphɔt, kɪnt̪u ɐmɪ ɐld̪ɐbɦɐbe͡o̯ ɐmɐɾ phemɪlɪɾ pɔd̪d̪ɦo t̪heke ɐld̪ɐbɦɐbe ɐɾektɐ gɪphɔt"
1069,"khɐ͡o̯wɐ-d̪ɐ͡o̯wɐ ko͡ɪ̯ɾbɐɾ ote bɦɐloe̯ ho͡ɪ̯chɪlo ɔboʃʃo, nɐ?"
1070,motɐmutɪ?
1071,"hum, oɾ bɐp ɛkbɐɾ d̪ɪlo ɐʃɪjɐ, o d̪ɪlo।"
1072,oɾ bɦɐ͡ɪ̯ d̪ɪlo।
1073,oɾ bɦɐ͡ɪ̯jeɾo t̪o bɪjd̪ɦɐt̪ gelɐm ɐmɾɐ।
1074,oɾ bɦɐ͡ɪ̯jeɾ bɪjd̪ɐt̪ t̪o dɐkchɪlo ɐmɐd̪eɾe।
1075,"oɾ bɦɐ͡ɪ̯jeɾ bɪjd̪ɦɐ͡o̯ khɐ͡ɪ̯cɪ, oɾ bɪjd̪ɦɐ͡o̯ khɐ͡ɪ̯cɪ, motɐmutɪ ho͡ɪ̯ce।"
1076,khɐlɪ oɾ bo͡ɪ̯neɾ bɪjd̪ɦɐtɐ ɛknɐ mɪs ge͡ɪ̯ce।
1077,"oɾ bo͡ɪ̯neɾ bɪjd̪ɦɐt̪ mone hɔe̯, onuʃthɐn koɾe nɐ͡ɪ̯ mone hɔe̯।"
1078,"t̪ɐ ɟɐnɪ nɐ, o͡ɪ̯tɐ ɐɾ kɪ mɪʃtek gechɪlo, hɔjt̪o ɐmɾɐ chɪlɐm nɐ।"
1079,"d̪ee̯ nɐ͡ɪ̯ bɐʃɐt̪, ɟɐk, otɐ ʃɔmoʃʃɐ nɐ͡ɪ̯।"
1080,"t̪ɐɾpɔɾe ɟɔʃɪm, cɐ bɐɟɐɾeɾ, hum, ɟɔʃɪm ɐmɐd̪eɾ kɪnt̪u kelɐʃmet, ho, <> poɽchɪlɐm ɛkʃɐt̪e।"
1081,"pɔɽchɪlo, klɐs e͡ɪ̯t।"
1082,t̪ɐɾpɔɾe e͡ɪ̯ cɛŋɽɐtɐ hɔjɐ gelo <>
1083,e͡o̯jeɾ ʃɐt̪e ɐmɐk <> bɦɐ͡ɪ̯ chɐɽɐ kɔt̪ɐ kɔe̯ nɐ।
1084,ɛkhon ɟoʃɪm <> bo͡ɪ̯neɾ bɪjd̪ɐt̪ ɐmɐke ot̪opɾot̪obɦɐbe dɐkchɪlo eboŋ t̪ɐɾ bo͡ɪ̯neɾ bɪjd̪ɐtɐ ɐmɪ khɐ͡ɪ̯chɪ।
1085,end ɟoʃɪmeɾ bɪjɐtɐ͡o̯ khɐ͡ɪ̯t̪e cɐ͡ɪ̯।
1086,khɐ͡ɪ̯chɪʃ t̪u͡ɪ̯ otɐ?
1087,"nɐ, otɐt̪ ɐmɪ ɟɐ͡ɪ̯ nɐ͡ɪ̯।"
1088,"od̪eɾ phɛmɪlɪt̪o ɟɐd̪eɾe bɪjɐ ho͡u̯k, buɟcɪʃ?"
1089,"ɛkhon t̪o bɐʃɐ pɔʃɪm <> ɐmɐd̪eɾ bɐʃɐ ɟɔkhon <> chɪlo, oɾɐ hɐndɾed pɐɾsent ɐmɐɾe chɐɽt̪ɐke nɐ।"
1090,"ɐɾ ɟɔʃɪmeɾ ɐbbɐ mone kɔɾ ɟe, ɐmɾɐd̪eɾe khub bɦɐlobɐʃt̪o।"
1091,"ɛkhono bɐʃe, d̪ɛkhɐ ho͡ɪ̯le ɔnnoɾɔkom।"
1092,"o͡ɪ̯ɟe, ɪjɐ, ʃɐhɪneɾ bɪjd̪ɐt̪ gelɐm, nɐ?"
1093,t̪u͡ɪ̯ t̪o ge͡ɪ̯lɪ nɐ।
1094,"hɔe̯ ge͡ɪ̯cɪ t̪o, ɐmɪ͡o̯ ge͡ɪ̯chɪlɐm nɐ?"
1095,t̪u͡ɪ̯ t̪o gelɪ ɐmɐɾ ʃɐt̪e ɾɐt̪e।
1096,ɔnoʃthɐneɾ d̪ɪn t̪o ɟɐ͡ɪ̯ʃ nɐ͡ɪ̯।
1097,"ɐmɪt̪o onuʃthɐneɾ d̪ɪn, ɐmɐɾ d̪ɐ͡o̯jɐt̪ chɪlo ɐɾek ɟɐgɐt̪।"
1098,"ɔnoʃt̪ɐɾeɾ d̪ɪn ɟɔkhon ge͡ɪ̯lɐm, ɟoʃɪmeɾ bɐp nɪɟe pɔɾʃɪjɐ ɛmon ɐd̪oɾ koɾɪjɐ khɐ͡o̯wɐ͡ɪ̯che ɐmɐd̪eɾe।"
1099,mɐŋʃ pɐt̪ɐt̪ zɐgɐe̯
1100,"ɟoʃɪmeɾ bɐp ɛkbɐɾ d̪ɪcce, ʃɐhɪn ɛkbɐɾ d̪ɪcce nɪɟe ɐʃɪjɐ।"
1101,ɐmɐɾ kɔt̪ɐ kɪcu ko͡ɪ̯cɪl pɔɾe ʃɐhɪn?
1102,"hɛ, bolchɪlo।"
1103,"ɐmɪ bollɐm, ɐmɪ bollɐm ɟe, d̪ost̪o, oɾ bɐʃɐe̯ ɐbɐɾ bɪjeɾ onuʃt̪ɐn, t̪ɐ͡ɪ̯le ɐpɐt̪o ɐʃt̪e pɐɾt̪eche nɐ o।"
1104,"ɟɐk, otɐ nɪjɐ kɪcu mone"
1105,ɐmɪ kɔt̪ɐ bolɪ nɐ͡ɪ̯ ɐɾ।
1106,ɟɔjonɐl ʃɐt̪e ʃɐt̪e ɐbɐɾ t̪ɐl d̪ɪce।
1107,"o ɟɔjonɐlo chɪlo, nɐ?"
1108,"ho, ɟɔjonɐl, ɐmɪ d̪u͡ɪ̯ɟɔn mɪlɪjɐ ɛk hɐɟɐɾ tɐkɐ d̪ɪcɪ।"
1109,"o, ɟɔjonɐl, t̪u͡ɪ̯ ed hɔjɐ d̪ɪchɪʃ?"
1110,"thɪke ɐce, bɦɐloe̯ ho͡ɪ̯ce।"
1111,ɐɾ o͡ɪ̯bɐɾe ɐmɐɾ cɐ͡ɪ̯ɾtɐ bɪjd̪eɾ d̪ɐ͡o̯wɐt̪।
1112,"ɛkhon, tɐkɐ t̪o ɐmɐk kulɐ lɐgbe।"
1113,kɔt̪ɐtɐ bɔzo।
1114,"ɐmɪ t̪o ɐɾ e͡ɪ̯ɾɔkom nɐ ɟe, hɐ͡ɪ̯phɐ͡ɪ̯, nɐ ʃe͡ɪ̯d̪ɪn o͡ɪ̯ɟe pɾɪt̪omeɾ bɪjd̪ɦɐt̪o ɔboʃʃo ɪjdɐ dɐkchɪlo।"
1115,"hɐ͡ɪ̯phɐ͡ɪ̯ t̪o ɐmɪ ɛktɐ cɐkɾɪ koɾɪ nɐ, kɔt̪ɐtɐ buɟ।"
1116,"ɐmɪ t̪o ɐɾ hɐ͡ɪ̯phɐ͡ɪ̯, bɦɪ͡ɐ̯͡ɪ̯pɪ cɐkɾɪ koɾɪ nɐ।"
1117,ɐmɪ ɛktɐ cɐkɾɪ koɾɪ ʃo͡ɪ̯nɪk poste cɐkɾɪ koɾɪ।
1118,"ɐmɐɾ zetɐ mone kɔɾ ɟe, ɐmɪ pɐ͡ɪ̯, eɾmɐɟe ɐmɐke cɔlt̪e hɔe̯, phemɪlɪke d̪ɪt̪e hɔe̯।"
1119,"d̪ɪjɐ-t̪hu͡ɪ̯jɐ mone kɔɾ ɟe, cɔlot̪e hɔe̯।"
1120,ɛkhɐne ɔnek hɪʃɐb ɐche।
1121,mɐɟemɐɟe nɪɟe cɔlɐɾ tɐkɐ t̪hɐke
1122,ɛmon koɾt̪e hɔe̯।
1123,"ɐ͡u̯t kɐmɐ͡ɪ̯ nɐ͡ɪ̯, nɐ?"
1124,"nɐ, bond̪u, ɐmɪ e͡ɪ̯llɐ, puɾɪʃeɾ mɔt̪o tɐkɐ nɐ͡ɪ̯?"
1125,"ɐmɪ e͡ɪ̯llɐ, koɾle kɔɾɐ ɟɐe̯।"
1126,"ɐmɪ e͡ɪ̯llɐ bond̪u, ɐʃɐ koɾɪ nɐ।"
1127,"ʃed̪ɪn ɟe xoɾoʃed̪ mɐɾɐ gelo, t̪u͡ɪ̯ bole ote gechɪlu?"
1128,"hɛ, ɐmɪ okhɐne gechɪlɐm, ɐmɐɾ nɪɟeɾo pɐʃ-ʃɐt̪ʃo tɐkɐ khɔɾoc ho͡ɪ̯ce।"
1129,ote?
1130,okhɐne।
1131,kɛmone oɾɐ ge͡ɪ̯che?
1132,"kɔe̯, kɛmone ge͡ɪ̯ce, lokɟɔn ɐʃt̪oce t̪oɾ elɐkɐɾ, nɐ khɪlɪ t̪hubu?"
1133,"<> oke t̪o hotele nɪjɐ gelɐm, chɐt̪u, etɐ-ʃetɐ khɐ͡o̯wɐ͡ɪ̯lɐm।"
1134,"ot̪eɾɐ bɐɾbɐɾ poɽɪ ɟɐe̯, bɐɾbɐɾ oɾ t̪o ʃenʃe nɐ͡ɪ̯।"
1135,"ɐbɐɾ lokɟɔn ɐʃt̪eche, hɛ?"
1136,"elɐkɐɾ lokɟɔn ɟɐɾɐ ɟɐɾɐ chɪlo, ʃɔbɐ͡ɪ̯ ɐʃt̪eche, t̪ɐd̪eɾe kɪ nɐ khɪlɪjɐ t̪u͡ɪ̯ ɪjɐ koɾbɪ?"
1137,"ɛkhon d̪ɛkhɐ ho͡ɪ̯le, etɐ-ʃetɐ khɐ͡ɪ̯lɐm।"
1138,"nɐ, ʃɪhɐb ɐmɐk ko͡ɪ̯lo, kɔe̯, ɐmɪ, ɾɪŋku, ɟɐhed̪ t̪ɪnɟɔn ɐcɪ ete।"
1139,"ɟɐhed̪ok ɟɪggɐʃ koɾɪʃ, ʃɪhɐbeɾo tɐkɐ mejɐmutɪ koɾc ho͡ɪ̯ce।"
1140,"okhɐne t̪hɐkt̪e gele t̪o d̪upuɾe ɐmɾɐ nɐ khɐjɐ, buɟcɪʃ?"
1141,kɪ ɔbost̪ɐ!
1142,"d̪o͡u̯ɽɐd̪o͡u̯ɽɪɾ upoɾ, ɛkhon elɐkɐɾ ɛktɐ lok, ʃetɐ t̪o mɐt̪hɐe̯ ɾɐkht̪e hɔbe।"
1143,ɛkhon o bɐd̪e ɔnno lok ho͡ɪ̯le͡o̯ ʃem gɦɔtonɐ।
1144,khɐlɪ o bulɪ nɐ।
1145,e͡ɪ̯ hocche bɪʃɔe̯।
1146,"moʃɪ͡u̯ɾ ɐce nɐ, moʃɪ͡u̯ɾek cɪnɪʃ, nɐ?"
1147,mɐetɐ koɾɪ moʃɪ͡u̯ɾ?
1148,"ho, ɐmɪ cɪnɪ।"
1149,"moʃɪ͡u̯ɾ t̪o bɐ͡ɪ̯k ɾɐ͡ɪ̯dɐɾ, o͡ɪ̯ ʃed̪ɪn o͡ɪ̯ ɪnkɐm bɐd̪ d̪eche।"
1150,"bɐd̪ d̪ɪjɐ mone kɔɾ ɟe, ɐmɐk, ɐmɐk oje nɪɟe ɾɪɟɪb koɾɪjɐ nɪjɐ ɐʃce, nɪjɐ ɐʃɐɾ pɔɾ oɾo ɛk hɐɟɐɾ tɐkɐ ge͡ɪ̯ce।"
1151,"o͡ɪ̯͡o̯ t̪o o͡ɪ̯d̪ɪn ɪnkɐme koɾe nɐ͡ɪ̯, ultɐ ɛk hɐɟɐɾ tɐkɐ ge͡ɪ̯ce।"
1152,kɔe̯ kɛ?
1153,"ɟe͡ɪ̯ ʃɔmost̪o lok ɐce, ʃɔbɐ͡ɪ̯ geɾɐme ɟɐjɐ bɦɐt̪-tɐt̪ khɐ͡o̯wɐ͡ɪ̯ce, etɐ-otɐ khɐ͡o̯wɐ͡ɪ̯ce।"
1154,buɟcɪʃ?
1155,"t̪ɐɾpɔɾ ɐbɐɾ gɐɽɪɾ mɔd̪d̪e pɐnɪɾ bot̪ol-tot̪ol, etɐ-ʃetɐ, ɟɐ ɟɐ lɐge nɪjɐ d̪eche।"
1156,"dɐkt̪ɐɾok d̪u͡ɪ̯ʃo-t̪ɪnʃo tɐkɐ d̪e͡o̯wɐ lɐgbe, oje ʃɔb kɪlɪjɐɾ koɾɪ d̪eche।"
1157,"otɐ ɐge ke͡u̯ pɐ͡ɪ̯le bɐ pɐ͡ɪ̯be konod̪ɪn, ʃɔmbɦɔb?"
1158,e͡ɪ̯ ɟɪnɪʃgulɐ buɟt̪e hɔbe।
1159,elɐ moʃɪ͡u̯ɾ bɦɐ͡ɪ̯ t̪ɐ͡ɪ̯le ɔnek helpo koɾce?
1160,"t̪ɐ, helo koɾe nɐ͡ɪ̯?"
1161,"muɾʃɪd̪, muɾʃɪd̪ ɟe nɪɟe ge͡ɪ̯ce, muɾʃɪd̪, ow nɪɟet̪ t̪hɐkɪ d̪ekce oɾɐ ke ke helpo koɾce।"
1162,"hɛ, ow ɛtɐ bɦɐlo kɔbɐɾ pɐ͡ɪ̯be।"
1163,"ɟe, ujɐɾ lɐ͡ɪ̯phe, ujɐɾ pɐʃe ɐmɾɐ e͡ɪ̯ kɔjɟɔn lok, ɟe͡ɪ̯ kɔɟɔneɾ nɐm kunuŋ, e͡ɪ̯ kɔjɟɔn lok chɐɽɐ oɾ pɐʃe ɐɾ ke͡u̯ chɪlo nɐ।"
1164,"muɾʃɪd̪ ɛtɐ bɦɐlo koɾɪ ɟɐne, ujɐɾ bɐpe͡o̯ ɟɐne।"
1165,"ɛmlens d̪u͡ɪ̯tɐ ɐmɪ͡ɪ̯ bɦɐɽɐ koɾɪ d̪ɪcɪ, ɐmɪ, ɾɪŋku bɦɐɽɐ koɾɪ d̪ɪcɪ।"
1166,"ɟɐ͡o̯wɐɾ ʃɔmɔe̯ ge͡ɪ̯che t̪ethɪʃ hɐɟɐɾ tɐkɐ d̪ɪjɐ, ɐʃɐɾ ʃɔmɔe̯ ɐʃce cobbɪʃ hɐɟɐɾ tɐkɐ d̪ɪjɐ, d̪u͡ɪ̯tɐe̯।"
1167,dɪpʃɔho bɦɐɽɐ koɾɪ d̪ɪcɪ।
1168,"ʃunɪ d̪ekɪʃ, ɪjɛ, ʃɪhɐbeɾ kɐce।"
1169,o mɐne t̪u͡ɪ̯ ɐʃɐɾ ʃɔmɐe̯ bɦɐɽɐ koɾɪ d̪ɪcɪʃ?
1170,ɐʃɐɾ ʃɔmɐe̯ bɦɐɽɐ koɾɪ d̪ɪcɪ।
1171,mɐne o͡ɪ̯khɐn t̪hɐkɪ bɦɐɽɐ koɾɪ d̪ɪcɪʃ?
1172,okhɐn t̪hɐkɪ bɦɐɽɐ koɾɪ d̪ɪcɪ।
1173,"d̪ɪjɐ, lɐʃ dɦukɐ͡ɪ̯ d̪ɪjɐ,"
1174,"t̪ɐ eɾɐ ɐbɐɾ phɐ͡ɪ̯ltɐ t̪hu͡ɪ̯ce emblulenseɾ bɦɪt̪ɔɾe, mok kɔe̯ nɐ͡ɪ̯।"
1175,phɪɾ e͡ɪ̯ phɐ͡ɪ̯l xoɟot̪e ɐbɐɾ d̪eɾɪ hɔjɐ ge͡ɪ̯ce ɔnekkhɔn।
1176,"pɔɾe t̪o ɟɐhed̪ <> ke͡u̯ hɔjt̪o bɦule ɾɐkhɪ d̪ɪce, hɔjt̪o gɐɽɪɾ deɾɐ͡ɪ̯vɐɾ nɐ͡ɪ̯le <>"
1177,phɐ͡ɪ̯l chɐɽɐ t̪o lɐʃ nɐmt̪e pɐbe nɐ।
1178,"kɐgoɟ-pɐt̪ɪ, dkument nɐ d̪ekhɪ lɐʃ nɐmɐ͡ɪ̯t̪e d̪ɪbe?"
1179,pɔɾe ɐbɐɾ phɐ͡ɪ̯l <> d̪ɪjɐ lɐʃ nɐmchɔlo।
1180,"lɐʃ t̪ulɪ d̪ɪcɪ, ed̪eɾ ɐt̪t̪ɪjo-ʃɔɟonok uthɐe̯ d̪ɪcɪ, d̪ɪjɐ ɛkbɐɾe ɟɦut̪-ɟɦɐmelɐ colɪ ge͡ɪ̯che t̪ɐɾpɔɾe ʃɪhɐb, ɟɐjd̪ eɾɐ ɐbɐɾ bɪd̪ɐe̯ d̪ɪlɐm, ed̪eɾo kɐ"
1181,"moʃɪ͡u̯ɾ, bɐb-bɐbl mɐmɐ, ɾoʃɪd̪eɾ vɐ͡ɪ̯, hum, buɟcɪʃ?"
1182,"ɐɾ ho͡ɪ̯lo ɪjɐ mɪthu bɦɐ͡ɪ̯jeɾ cɐcɐ, pulɪʃet̪ ɟetɐ cɐkɾɪ koɾe, unɪ।"
1183,"ɐɾ ho͡ɪ̯lo ʃuɟɔn bɦɐ͡ɪ̯, bɐbu bɦɐ͡ɪ̯jeɾ chotobɦɐ͡ɪ̯।"
1184,"ʃuɟɔn bɦɐ͡ɪ̯, ɐmɾɐ e͡ɪ̯ kɔjɟon chɪlɐm eboŋ ɐmɾɐ okhɐne, ɐbɐɾ ɾuhul bɦɐ͡ɪ̯ ɐʃɪjɐ phɪɾ nɐst̪ɐ ɛkpot khɐ͡o̯wɐ͡ɪ̯lo, kɔk-mek, cɐ-tɐ, etɐ-ʃetɐ khɐ͡o̯wɐ͡ɪ̯lo।"
1185,"pɔɾe o͡ɪ̯d̪ɪk t̪ɪn-cɐ͡ɪ̯ɾʃo tɐkɐɾ mɔt̪o bɪl d̪ɪjɐ, bɪd̪ɐe̯ nɪjɐ colɪ gelo।"
1186,"pɔɾe ɐmɪ ɐbɐɾ bɦɐ͡ɪ̯jeɾ ote ge͡ɪ̯lɐm, ɟɐjɐ d̪u͡ɪ̯d̪ɪn pɔɾe bɐɽɪt̪o ɐ͡ɪ̯slɐm।"
1187,"o, t̪u͡ɪ̯ ɐbɐɾ ɟɐjɐ ɐcholu ote?"
1188,"ɾuhul bɦɐ͡ɪ̯ t̪o ut̪t̪ɐɾɐt̪ t̪hɐke, nɐ?"
1189,"nɐ, ɾuhul bɦɐ͡ɪ̯ t̪hɐke d̪ɦɐnmondɪt̪o।"
1190,d̪ɦɐnmondɪ?
1191,ɔt̪ot̪hɐkɪ <> o।
1192,ɟod̪ɪ͡o̯ ɛkhon ɪɟɪlɪ d̪ɛkhɐ ɟɐcche kɪnt̪u etɐ ɐmɐd̪eɾ ʃɾɪt̪ɪcɐɾon
1193,ɛktɐ memoɾebol mɐth।
1194,"kɐɾon ɛkhɐne ɐmɾɐ chɪlɐm ɔnekd̪ɪn <> pɛlɐʃ <> t̪hɐkchɪ, pɛlɐʃ o͡ɪ̯ ɟɐjgɐe̯ t̪hɐkchɪ eboŋ e͡ɪ̯ mɐthe ɐmɾɐ ɔnek bɔʃe, ʃut̪e, khelechɪlɐm।"
1195,"ʃe͡ɪ̯tɐe̯, ʃɔmoʃʃɐ nɐ͡ɪ̯।"
